N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
660,6.27,0,199.404750427011,0.5,6.29,0,198.800397219464,0.5,206.87,169.12,46,42.2,23.1,34.1,78.7,178.06,46,42.2,23,34,78.4,177.65,217.6,31.6,43.7,24.2,34.3,76.4,184.64,8.96,193.6,129.04,8,137.04,124.24,8.16,132.4,176.5,8,184.5,128.37,8,136.37,128.37,8,136.37,176,8,184,128,8,136,128,8,136
670,6.28,0,199.392881651621,0.5,6.29,0,198.800397219464,0.5,206.87,170.12,46,42.2,23.1,34.1,78.7,178.05,46,42.2,23,34,78.4,177.65,216.31,32.4,44.5,23.5,34.3,76.9,179.2,8.96,188.16,129.04,8,137.04,125.12,8.16,133.28,176.5,8,184.5,128.37,8,136.37,128.37,8,136.37,176,8,184,128,8,136,128,8,136
680,6.27,0,199.546075304694,0.5,6.29,0,198.800397219464,0.5,206.87,167.24,46,42.2,23.1,34.1,78.7,178.11,46,42.2,23,34,78.4,177.65,220.05,33,45.4,26.7,34.3,76.8,204.4,9.44,213.84,129.12,8.08,137.2,125.04,8.16,133.2,176.5,8,184.5,128.37,8,136.37,128.37,8.12,136.49,176,8,184,128,8,136,128,8,136
690,6.28,0,199.376929902054,0.5,6.29,0,198.800397219464,0.5,206.87,169.01,46,42.2,23.1,34.1,78.7,178.04,46,42.2,23,34,78.4,177.65,217.73,30.8,42.4,24.1,34.2,77.1,183.92,8.48,192.4,128.88,8,136.88,125.44,8.16,133.6,176.5,8,184.5,128.37,8,136.37,128.37,8,136.37,176,8,184,128,8,136,128,8,136
700,6.26,0,199.899478536736,0.5,6.29,0,198.800397219464,0.5,206.87,168.99,46,42.2,23.1,34.2,78.9,178.34,46,42.2,23,34,78.4,177.65,217.77,31.5,43.6,23.2,34.3,77.6,176.48,8.72,185.2,128.96,8,136.96,126.32,8.16,134.48,176.5,8,184.5,128.75,8,136.75,128.75,8,136.75,176,8,184,128,8,136,128,8,136
710,13.5,0,92.6705222231581,0.37,6.29,0,198.800397219464,0.5,206.87,167.77,46,42.2,23.1,34.1,18.9,118.26,46,42.2,23,34,78.4,177.65,219.35,31.7,44.4,24.5,34.3,77.5,187.04,8.96,196,129.04,8,137.04,126.16,8.16,134.32,176.5,8,184.5,128.37,8,136.37,24.12,8,32.12,176,8,184,128,8,136,128,8,136
720,1.27,0,984.606281399061,0.03,6.29,0,198.800397219464,0.5,206.87,154.41,46,42.2,245.1,34.2,78.9,400.37,46,42.2,23,34,78.4,177.65,238.32,32.6,45.2,33.5,34.3,77.9,257.12,10.64,267.76,129.2,8.08,137.28,126.88,8.16,135.04,1832.5,128,1960.5,128.75,8,136.75,128.75,8.12,136.87,176,8,184,128,8,136,128,8,136
730,6.26,0,199.863926214917,0.5,6.29,0,198.800397219464,0.5,206.87,168.05,46,42.2,23.1,34.2,78.9,178.31,46,42.2,23,34,78.4,177.65,218.98,30.8,42.4,23.9,34.2,78,183.04,8.48,191.52,128.88,8,136.88,127.12,8.16,135.28,176.5,8,184.5,128.75,8,136.75,128.75,8,136.75,176,8,184,128,8,136,128,8,136
740,6.26,0,199.742299850801,0.5,6.29,0,198.800397219464,0.5,206.87,166.18,46,42.2,23.1,34.2,78.8,178.26,46,42.2,23,34,78.4,177.65,221.44,31.5,43.5,23.9,34.2,78.1,182.24,8.8,191.04,128.96,8,136.96,127.28,8.16,135.44,176.5,8,184.5,128.75,8,136.75,128.75,7.87,136.62,176,8,184,128,8,136,128,8,136
750,6.25,0,200.060658675931,0.5,6.29,0,198.800397219464,0.5,206.87,166.53,46,42.2,23.1,34.2,78.9,178.39,46,42.2,23,34,78.4,177.65,220.98,32.1,44.3,24,34.3,78.5,183.04,8.88,191.92,129.04,8,137.04,127.92,8.16,136.08,176.5,8,184.5,128.75,8,136.75,128.75,8.12,136.87,176,8,184,128,8,136,128,8,136
760,6.25,0,200.060658675931,0.5,6.29,0,198.800397219464,0.5,206.87,164.2,46,42.2,23.1,34.2,78.9,178.41,46,42.2,23,34,78.4,177.65,224.11,32.8,45,26.3,34.3,78.6,200.96,9.36,210.32,129.2,8.08,137.28,128.08,8.16,136.24,176.5,8,184.5,128.75,8.12,136.87,128.75,8.12,136.87,176,8,184,128,8,136,128,8,136
770,6.28,0,199.317298928303,0.5,6.29,0,198.800397219464,0.5,206.87,154.57,46,42.2,20.1,34.1,78.6,174.99,46,42.2,23,34,78.4,177.65,238.08,30.2,42.4,33,34.3,78.7,255.12,9.2,264.32,129.04,8,137.04,128.24,8.16,136.4,152.37,8,160.37,128.37,8,136.37,128.37,8,136.37,176,8,184,128,8,136,128,8,136
780,6.28,0,199.309326236346,0.5,6.29,0,198.800397219464,0.5,206.87,165.42,46,42.2,23.1,34.1,78.6,177.99,46,42.2,23,34,78.4,177.65,222.47,31.4,43.4,23.9,34.2,78.7,182.64,8.72,191.36,128.88,8,136.88,128.24,8.16,136.4,176.5,8,184.5,128.37,8,136.37,128.37,8,136.37,176,8,184,128,8,136,128,8,136
790,6.28,0,199.305420931721,0.5,6.29,0,198.800397219464,0.5,206.87,166.99,46,42.2,23.1,34.1,78.6,177.99,46,42.2,23,34,78.4,177.65,220.38,32,44.1,23.9,34.3,78.8,182.64,8.72,191.36,129.04,8,137.04,128.4,8.16,136.56,176.5,8,184.5,128.37,8,136.37,128.37,8,136.37,176,8,184,128,8,136,128,8,136
800,1.04,0,1205.5200819699,0.04,6.29,0,198.800397219464,0.5,206.87,144.78,46,42.2,290.1,484,78.6,894.92,46,42.2,23,34,78.4,177.65,254.19,32,44.9,39.8,34.4,79,307.2,11.44,318.64,129.36,8.08,137.44,128.8,8.16,136.96,2192.5,128,2320.5,1816,120,1936,128.37,8,136.37,176,8,184,128,8,136,128,8,136
810,6.28,0,199.293461649722,0.5,6.29,0,198.800397219464,0.5,206.87,167.3,46,42.2,23.1,34.1,78.6,177.98,46,42.2,23,34,78.4,177.65,219.96,30.7,42.4,23.9,34.2,79,182.4,8.4,190.8,128.88,8,136.88,128.72,8.16,136.88,176.37,8,184.37,128.37,8,136.37,128.37,8,136.37,176,8,184,128,8,136,128,8,136
