N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark cycl,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM CS MLUPs,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,ECM LC MLUPs,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
110,2.78,126.36,72.90727929148069,0.08,4.90,222.72,29.522005571030636,CPU bound,,,,,,80.52,114.25,41.3,32.0,18.7,29.2,14.7,43.97,418.46,41.3,32.0,16.0,18.0,13.9,41.28,445.73,,,,,,,,,,74.75,8.25,83.00,49.87,67.12,116.99,17.25,8.25,25.50,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
120,2.75,125.00,73.7179823336573,0.08,4.90,222.72,29.522005571030636,CPU bound,,,,,,84.60,108.75,41.3,32.0,17.0,29.6,14.8,44.36,414.78,41.3,32.0,16.0,18.0,13.9,41.28,445.73,,,,,,,,,,67.87,8.37,76.24,50.50,67.87,118.37,17.25,8.25,25.50,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
130,2.80,127.27,72.41167575861853,0.08,4.90,222.72,29.522005571030636,CPU bound,,,,,,85.15,108.04,41.3,32.0,20.6,29.0,14.6,43.66,421.43,41.3,32.0,16.0,18.0,13.9,41.28,445.73,,,,,,,,,,82.25,8.25,90.50,49.50,66.62,116.12,17.12,8.25,25.37,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
140,2.77,125.90,73.10857979917309,0.08,4.90,222.72,29.522005571030636,CPU bound,,,,,,80.28,114.61,41.3,32.0,21.0,29.4,14.8,44.19,416.38,41.3,32.0,16.0,18.0,13.9,41.28,445.73,,,,,,,,,,83.87,8.37,92.24,50.12,67.25,117.37,17.12,8.50,25.62,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
150,2.81,127.72,72.00023787835472,0.08,4.20,190.90,48.22276822276823,0.09,,,,,,82.00,112.20,41.3,32.0,20.5,28.9,14.5,43.41,423.86,41.3,32.0,28.0,18.0,13.9,41.28,445.73,,,,,,,,,,82.12,8.25,90.37,49.37,66.25,115.62,16.87,8.25,25.12,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
160,1.85,84.09,109.51185326736838,0.04,4.20,190.90,48.22276822276823,0.09,,,,,,81.35,113.10,41.3,32.0,62.2,29.2,14.7,62.21,295.77,41.3,32.0,28.0,18.0,13.9,41.28,445.73,,,,,,,,,,248.87,32.00,280.87,49.87,66.75,116.62,16.87,8.50,25.37,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
170,2.82,128.18,71.71222303603072,0.08,4.20,190.90,48.22276822276823,0.09,,,,,,81.43,112.98,41.3,32.0,20.5,28.8,14.4,43.20,425.92,41.3,32.0,28.0,18.0,13.9,41.28,445.73,,,,,,,,,,81.87,8.25,90.12,49.12,66.00,115.12,16.75,8.12,24.87,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
180,2.80,127.27,72.23424831659774,0.08,4.20,190.90,48.22276822276823,0.09,,,,,,80.27,114.61,41.3,32.0,29.0,29.0,14.5,43.52,422.79,41.3,32.0,28.0,18.0,13.9,41.28,445.73,,,,,,,,,,115.87,8.25,124.12,49.62,66.50,116.12,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
190,2.83,128.63,71.45837801575878,0.08,4.20,190.90,48.22276822276823,0.09,,,,,,81.27,113.21,41.3,32.0,24.4,28.7,14.4,43.08,427.11,41.3,32.0,28.0,18.0,13.9,41.28,445.73,,,,,,,,,,97.75,8.12,105.87,49.00,65.75,114.75,16.75,8.12,24.87,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
200,2.81,127.72,71.91502884989772,0.08,4.20,190.90,48.22276822276823,0.09,,,,,,80.23,114.67,41.3,32.0,24.8,28.9,14.3,43.23,425.63,41.3,32.0,28.0,18.0,13.9,41.28,445.73,,,,,,,,,,99.00,8.25,107.25,49.50,66.12,115.62,16.62,8.12,24.74,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
210,2.84,129.09,71.2232373301831,0.08,4.20,190.90,48.22276822276823,0.09,,,,,,79.65,115.51,41.3,32.0,28.4,27.7,16.4,44.09,417.32,41.3,32.0,28.0,18.0,13.9,41.28,445.73,,,,,,,,,,113.62,8.12,121.74,45.25,65.50,110.75,20.37,8.00,28.37,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
220,2.82,128.18,71.85033954666099,0.08,4.20,190.90,48.22276822276823,0.09,,,,,,79.50,115.72,41.3,32.0,28.8,27.0,18.7,45.75,402.18,41.3,32.0,28.0,18.0,13.9,41.28,445.73,,,,,,,,,,115.12,8.25,123.37,41.87,66.12,107.99,24.25,8.25,32.50,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
230,2.85,129.54,71.11403284111046,0.08,4.20,190.90,48.22276822276823,0.09,,,,,,80.27,114.61,41.3,32.0,28.4,22.8,28.5,51.27,358.88,41.3,32.0,28.0,18.0,13.9,41.28,445.73,,,,,,,,,,113.75,8.12,121.87,25.75,65.37,91.12,39.62,7.62,47.24,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
240,2.83,128.63,71.58949558199669,0.08,4.20,190.90,48.22276822276823,0.09,,,,,,88.68,103.75,41.3,32.0,24.6,20.3,34.9,55.26,332.97,41.3,32.0,28.0,18.0,13.9,41.28,445.73,,,,,,,,,,98.50,8.25,106.75,15.50,65.87,81.37,50.37,7.62,57.99,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
250,2.85,129.54,71.02847773183699,0.08,4.20,190.90,48.22276822276823,0.09,,,,,,79.75,115.36,41.3,32.0,28.5,20.2,34.9,55.09,333.99,41.3,32.0,28.0,18.0,13.9,41.28,445.73,,,,,,,,,,113.87,8.12,121.99,15.50,65.37,80.87,49.75,8.12,57.87,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
260,2.84,129.09,71.33282512076703,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,85.98,107.00,41.3,32.0,28.7,18.5,39.7,58.15,316.42,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,114.62,8.25,122.87,8.37,65.62,73.99,57.37,8.62,65.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
270,2.86,130.00,70.81844082244906,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,80.96,113.64,41.3,32.0,28.4,16.7,43.1,59.82,307.58,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.75,8.12,121.87,1.62,65.12,66.74,63.50,8.12,71.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
280,2.84,129.09,71.22640078318399,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,82.20,111.92,41.3,32.0,28.6,16.4,44.3,60.69,303.18,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,114.50,8.12,122.62,.12,65.50,65.62,65.37,8.12,73.49,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
290,2.85,129.54,70.89875392793857,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,82.29,111.80,41.3,32.0,28.4,16.3,44.1,60.43,304.48,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.62,8.12,121.74,0,65.25,65.25,65.25,8.12,73.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
300,2.84,129.09,71.28896869462491,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,85.23,107.95,41.3,32.0,28.6,16.4,44.5,60.87,302.28,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,114.25,8.12,122.37,0,65.62,65.62,65.62,8.25,73.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
310,2.86,130.00,70.85252443383186,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,81.84,112.42,41.3,32.0,28.4,16.3,44.1,60.41,304.58,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.50,8.12,121.62,0,65.25,65.25,65.25,8.12,73.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
320,1.65,75.00,122.40970360906361,0.04,3.44,156.36,58.91272929405225,0.15,,,,,,91.17,100.91,41.3,32.0,70.2,16.3,44.2,70.19,262.14,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,280.75,32.00,312.75,0,65.37,65.37,65.37,8.12,73.49,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
330,2.87,130.45,70.64106692647734,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,81.64,112.69,41.3,32.0,28.4,16.2,44.0,60.23,305.49,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.37,8.12,121.49,0,65.00,65.00,65.00,8.12,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
340,2.85,129.54,70.98225083225823,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,82.59,111.40,41.3,32.0,28.5,16.3,44.2,60.56,303.83,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,114.00,8.12,122.12,0,65.25,65.25,65.25,8.12,73.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
350,2.87,130.45,70.59828851627239,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,83.38,110.33,41.3,32.0,28.3,16.2,44.0,60.26,305.34,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.37,8.12,121.49,0,65.00,65.00,65.00,8.25,73.25,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
360,2.85,129.54,70.92170773774365,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,83.64,109.99,41.3,32.0,28.5,16.3,43.7,60.03,306.51,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.87,8.12,121.99,0,65.25,65.25,65.25,7.37,72.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
370,2.87,130.45,70.55931577082104,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,82.17,111.97,41.3,32.0,28.3,16.2,44.0,60.27,305.29,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.25,8.12,121.37,0,64.87,64.87,64.87,8.25,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
380,2.86,130.00,70.86956623952325,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,81.66,112.66,41.3,32.0,28.4,16.3,44.1,60.38,304.73,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.75,8.12,121.87,0,65.25,65.25,65.25,8.00,73.25,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
390,2.87,130.45,70.53046908545966,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,83.58,110.07,41.3,32.0,28.3,16.2,43.9,60.11,306.10,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.25,8.12,121.37,0,64.87,64.87,64.87,8.00,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
400,2.86,130.00,70.82571907855878,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,87.68,104.93,41.3,32.0,28.4,16.3,44.2,60.50,304.13,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.75,8.12,121.87,0,65.12,65.12,65.12,8.25,73.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
410,2.87,130.45,70.50332238629653,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,81.22,113.27,41.3,32.0,28.3,16.2,44.0,60.22,305.54,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.12,8.12,121.24,0,64.87,64.87,64.87,8.25,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
420,2.86,130.00,70.78192266739606,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,81.27,113.20,41.3,32.0,28.4,16.3,44.2,60.47,304.28,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.62,8.12,121.74,0,65.12,65.12,65.12,8.25,73.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
430,2.88,130.90,70.25465611340815,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,82.67,111.28,41.3,32.0,28.3,16.2,43.8,59.92,307.07,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.12,8.12,121.24,0,64.62,64.62,64.62,8.12,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
440,2.87,130.45,70.51688600118133,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,81.55,112.81,41.3,32.0,28.4,16.2,43.9,60.15,305.90,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.50,8.12,121.62,0,64.87,64.87,64.87,8.12,72.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
450,2.88,130.90,70.2230209991087,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,85.55,107.54,41.3,32.0,28.3,16.2,43.7,59.89,307.22,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.00,8.12,121.12,0,64.62,64.62,64.62,8.12,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
460,2.87,130.45,70.47515180153574,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,84.69,108.63,41.3,32.0,28.4,16.2,43.9,60.11,306.10,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.50,8.12,121.62,0,64.87,64.87,64.87,8.12,72.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
470,2.88,130.90,70.19553266391023,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,83.19,110.59,41.3,32.0,28.3,16.1,43.7,59.87,307.33,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.00,8.12,121.12,0,64.62,64.62,64.62,8.12,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
480,1.46,66.36,138.5235080513786,0.03,3.44,156.36,58.91272929405225,0.15,,,,,,88.70,103.73,41.3,32.0,78.2,16.2,43.9,78.18,235.35,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,312.75,32.00,344.75,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
490,2.88,130.90,70.16806987055276,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,83.94,109.60,41.3,32.0,28.2,16.1,43.7,59.85,307.43,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.00,8.12,121.12,0,64.50,64.50,64.50,8.12,72.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
500,2.87,130.45,70.40003024217364,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,81.69,112.62,41.3,32.0,28.3,16.2,43.9,60.05,306.41,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.37,8.12,121.49,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
510,2.89,131.36,70.14232155936209,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,101.46,90.68,41.3,32.0,28.2,16.1,43.7,59.83,307.53,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,112.87,8.12,120.99,0,64.50,64.50,64.50,8.12,72.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
520,2.88,130.90,70.36664288245719,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,91.66,100.37,41.3,32.0,28.3,16.2,43.8,60.02,306.56,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.25,8.12,121.37,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
530,2.89,131.36,70.1207701649603,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,83.49,110.20,41.3,32.0,28.2,16.1,43.7,59.81,307.64,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,112.87,8.00,120.87,0,64.50,64.50,64.50,8.00,72.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
540,2.88,130.90,70.3374445516081,0.08,3.44,156.36,58.91272929405225,0.15,,,,,,81.88,112.36,41.3,32.0,28.3,16.2,43.8,60.00,306.66,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.25,8.12,121.37,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
550,2.89,131.36,70.10093514471353,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,82.34,111.74,41.3,32.0,28.2,16.1,43.7,59.79,307.74,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,112.87,8.00,120.87,0,64.50,64.50,64.50,8.00,72.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
560,2.88,130.90,70.30821500295333,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,86.25,106.67,41.3,32.0,28.3,16.2,43.8,59.97,306.82,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.25,8.12,121.37,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
570,2.89,131.36,70.08112188233132,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,85.88,107.13,41.3,32.0,28.2,16.1,43.7,59.77,307.84,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,112.87,8.00,120.87,0,64.50,64.50,64.50,8.00,72.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
580,2.88,130.90,70.28317448316598,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,80.84,113.81,41.3,32.0,28.3,16.2,43.8,59.95,306.92,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.12,8.12,121.24,0,64.62,64.62,64.62,8.12,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
590,2.89,131.36,70.06338449273416,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,81.80,112.46,41.3,32.0,28.2,16.1,43.6,59.76,307.89,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,112.75,8.00,120.75,0,64.50,64.50,64.50,8.00,72.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
600,2.88,130.90,70.26232148978478,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,83.43,110.28,41.3,32.0,28.3,16.2,43.8,59.93,307.02,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.12,8.12,121.24,0,64.62,64.62,64.62,8.12,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
610,2.89,131.36,70.04772404016539,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,83.72,109.89,41.3,32.0,28.2,16.1,43.6,59.75,307.94,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,112.75,8.00,120.75,0,64.50,64.50,64.50,8.00,72.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
620,2.88,130.90,70.23728046917701,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,87.28,105.41,41.3,32.0,28.3,16.2,43.8,59.91,307.12,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,113.12,8.12,121.24,0,64.62,64.62,64.62,8.12,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
630,2.89,131.36,70.029987005316,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,81.11,113.43,41.3,32.0,28.2,16.1,43.6,59.73,308.05,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,112.75,8.00,120.75,0,64.37,64.37,64.37,8.00,72.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
640,1.46,66.36,138.45193976521978,0.03,3.44,156.36,58.91272929405225,0.15,,,,,,103.80,88.63,41.3,32.0,78.1,16.2,43.7,78.12,235.53,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,312.50,32.00,344.50,0,64.62,64.62,64.62,8.12,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
650,2.89,131.36,70.01816231541642,0.09,3.44,156.36,58.91272929405225,0.15,,,,,,84.62,108.72,41.3,32.0,28.2,16.1,43.6,59.72,308.10,41.3,32.0,28.0,18.0,43.3,61.33,300.01,,,,,,,,,,112.75,8.00,120.75,0,64.37,64.37,64.37,8.00,72.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
