,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer,,,,,,,,,,,
100,2.28,84.44,,2.28,84.44,,84.39,477.20,227.4,112.0,5.0,8.0,0.0,227.4 ,227.4,112.0,5.0,8.0,0.0,227.4 ,40.23,253.52,33.28,8.16,41.44,33.28,16.88,16.88,33.76,16.72,.16,.08,.24
110,2.28,84.44,,2.28,84.44,,84.43,490.49,227.4,112.0,5.0,8.0,0.0,227.4 ,227.4,112.0,5.0,8.0,0.0,227.4 ,39.14,246.00,33.12,8.16,41.28,33.12,16.88,16.80,33.68,16.24,.64,.32,.96
120,2.28,84.44,,2.28,84.44,,84.43,442.46,227.4,112.0,5.0,4.0,6.8,227.4 ,227.4,112.0,5.0,8.0,0.0,227.4 ,43.39,239.84,33.12,8.16,41.28,33.12,16.88,16.88,33.76,15.20,1.68,.72,2.40
130,2.28,84.44,,2.28,84.44,,84.39,465.92,227.4,112.0,5.0,4.0,6.8,227.4 ,227.4,112.0,5.0,8.0,6.8,227.4 ,41.21,233.04,33.68,8.16,41.84,33.68,17.04,17.04,34.08,14.96,2.08,1.52,3.60
140,2.28,84.44,,2.28,84.44,,84.39,440.11,227.4,112.0,5.0,4.0,8.8,227.4 ,227.4,112.0,5.0,8.0,6.8,227.4 ,43.63,242.64,33.12,8.16,41.28,33.12,17.36,17.28,34.64,12.08,5.36,2.80,8.16
150,2.28,84.44,,2.28,84.44,,84.39,455.89,227.4,112.0,5.0,4.0,6.8,227.4 ,227.4,112.0,5.0,8.0,6.8,227.4 ,42.12,237.92,32.96,8.08,41.04,32.96,17.92,18.00,35.92,13.76,4.16,3.44,7.60
160,2.28,84.44,,2.28,84.44,,84.43,390.53,227.4,112.0,5.0,4.0,6.8,227.4 ,227.4,112.0,5.0,8.0,6.8,227.4 ,49.16,233.76,34.16,8.16,42.32,34.16,18.64,18.56,37.20,11.76,6.88,5.28,12.16
170,2.28,84.44,,2.28,84.44,,84.43,479.19,227.4,112.0,5.0,0.0,7.4,227.4 ,227.4,112.0,5.0,8.0,6.8,227.4 ,40.07,228.96,32.80,8.08,40.88,32.80,22.08,22.08,44.16,9.36,12.64,6.48,19.12
180,2.28,84.44,,2.28,84.44,,84.39,396.97,227.4,112.0,5.0,4.0,6.8,227.4 ,227.4,112.0,5.0,8.0,6.8,227.4 ,48.37,236.64,32.80,8.08,40.88,32.80,23.76,23.84,47.60,18.64,5.12,6.72,11.84
190,2.28,84.44,,2.28,84.44,,84.43,396.02,227.4,112.0,5.0,8.0,6.5,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,48.48,233.20,32.80,8.08,40.88,32.80,26.96,26.96,53.92,12.96,14.00,8.08,22.08
200,2.28,84.44,,2.28,84.44,,84.39,363.53,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,52.82,230.16,32.88,8.08,40.96,32.88,29.28,29.36,58.64,14.56,14.72,5.36,20.08
210,2.28,84.44,,2.28,84.44,,84.43,442.90,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,43.35,226.48,32.72,8.08,40.80,32.72,30.64,30.48,61.12,16.24,14.40,4.08,18.48
220,2.28,84.44,,2.28,84.44,,84.39,359.15,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,53.46,232.80,33.12,8.32,41.44,33.12,31.76,31.76,63.52,20.24,11.52,5.36,16.88
230,2.28,84.44,,2.28,84.44,,84.43,374.13,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,51.32,230.24,32.96,8.08,41.04,32.96,32.24,32.24,64.48,20.72,11.52,4.08,15.60
240,2.28,84.44,,2.28,84.44,,84.43,333.56,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,57.56,227.76,33.20,8.24,41.44,33.20,32.48,32.48,64.96,23.52,8.96,4.08,13.04
250,2.28,84.44,,2.28,84.44,,84.39,431.46,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,44.50,224.80,32.80,8.08,40.88,32.80,32.32,32.32,64.64,20.80,11.52,5.36,16.88
260,2.28,84.44,,2.28,84.44,,84.43,407.30,227.4,112.0,5.0,3.3,12.2,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,47.14,230.24,33.52,8.08,41.60,33.52,32.48,32.48,64.96,23.68,8.80,8.08,16.88
270,2.28,84.44,,2.28,84.44,,84.43,412.34,227.4,112.0,5.0,4.0,12.6,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,46.56,228.08,33.44,8.08,41.52,33.44,32.48,32.48,64.96,17.68,14.80,5.36,20.16
280,2.28,84.44,,2.28,84.44,,84.43,390.00,227.4,112.0,5.0,8.0,5.5,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,49.23,226.08,33.36,8.08,41.44,33.36,32.48,32.48,64.96,20.80,11.68,8.08,19.76
290,2.28,84.44,,2.28,84.44,,84.43,425.01,227.4,112.0,5.0,8.0,7.4,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,45.18,223.60,37.12,8.16,45.28,37.12,32.48,32.48,64.96,17.84,14.64,5.36,20.00
300,2.28,84.44,,2.28,84.44,,84.39,411.06,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,46.71,228.32,37.12,8.16,45.28,37.12,32.48,32.48,64.96,14.96,17.52,4.00,21.52
310,2.28,84.44,,2.28,84.44,,84.43,407.09,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,47.16,226.48,33.60,8.16,41.76,33.60,32.48,32.48,64.96,20.88,11.60,6.72,18.32
320,2.28,84.44,,2.28,84.44,,84.39,339.48,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,56.56,224.80,36.16,8.40,44.56,36.16,32.48,32.48,64.96,14.80,17.68,5.36,23.04
330,2.28,84.44,,2.28,84.44,,84.39,387.85,227.4,112.0,5.0,8.0,11.1,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,49.50,222.64,37.84,8.32,46.16,37.84,32.40,32.40,64.80,20.80,11.60,6.72,18.32
340,2.28,84.44,,2.28,84.44,,84.43,391.75,227.4,112.0,5.0,8.0,7.4,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,49.01,226.88,35.60,8.40,44.00,35.60,32.48,32.40,64.88,20.80,11.60,8.08,19.68
350,2.28,84.44,,2.28,84.44,,84.43,389.70,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,49.27,225.28,36.08,8.48,44.56,36.08,32.40,32.40,64.80,17.84,14.56,8.08,22.64
360,2.28,84.44,,2.28,84.44,,84.43,351.63,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,54.60,223.84,38.32,8.32,46.64,38.32,32.40,32.40,64.80,18.24,14.24,6.72,20.96
370,2.28,84.44,,2.28,84.44,,84.39,368.26,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,52.14,221.92,39.52,8.64,48.16,39.52,32.40,32.40,64.80,14.96,17.44,2.72,20.16
380,2.28,84.44,,2.28,84.44,,84.39,359.46,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,53.41,225.68,38.00,8.40,46.40,38.00,32.40,32.40,64.80,18.08,14.40,5.36,19.76
390,2.28,84.44,,2.28,84.44,,84.39,355.06,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,54.07,224.32,38.88,8.56,47.44,38.88,32.40,32.40,64.80,20.88,11.52,6.72,18.24
400,2.28,84.44,,2.28,84.44,,84.39,309.06,227.4,112.0,5.0,8.0,6.8,227.4 ,227.4,112.0,5.0,16.0,6.8,227.4 ,62.12,223.04,51.04,9.28,60.32,51.04,32.40,32.40,64.80,17.60,14.88,6.72,21.60
410,,,,2.28,84.44,,84.43,323.95,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,59.27,221.36,50.32,9.36,59.68,50.32,32.40,32.32,64.72,20.80,11.60,4.08,15.68
420,,,,2.28,84.44,,84.39,308.45,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,62.25,224.80,53.36,9.52,62.88,53.36,32.40,32.40,64.80,20.72,11.68,5.44,17.12
430,,,,2.28,84.44,,84.43,304.79,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,62.99,223.60,41.36,9.20,50.56,41.36,32.40,32.32,64.72,23.76,8.64,6.72,15.36
440,,,,2.28,84.44,,84.43,280.57,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,68.43,222.40,44.88,9.20,54.08,44.88,32.40,32.32,64.72,17.92,14.48,4.08,18.56
450,,,,2.28,84.44,,84.43,298.18,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,64.39,220.88,56.88,9.60,66.48,56.88,32.40,32.32,64.72,20.72,11.68,4.08,15.76
460,,,,2.28,84.44,,84.39,257.67,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,74.52,224.08,76.88,10.00,86.88,76.88,32.40,32.32,64.72,18.24,14.24,4.08,18.32
470,,,,2.28,84.44,,84.43,267.35,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,71.82,222.96,68.00,9.52,77.52,68.00,32.40,32.32,64.72,18.16,14.24,8.16,22.40
480,,,,2.28,84.44,,84.39,262.87,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,73.04,221.84,39.44,9.60,49.04,39.44,32.40,32.32,64.72,14.72,17.68,1.36,19.04
490,,,,2.28,84.44,,84.39,264.96,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,72.46,220.48,55.68,10.16,65.84,55.68,32.40,32.32,64.72,14.80,17.60,6.80,24.40
500,,,,2.28,84.44,,84.39,244.48,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,78.53,223.36,70.64,10.08,80.72,70.64,32.40,32.32,64.72,17.84,14.56,6.80,21.36
510,,,,2.28,84.44,,84.43,227.15,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,84.53,222.40,65.68,10.80,76.48,65.68,32.40,32.32,64.72,20.64,11.76,8.16,19.92
520,,,,2.28,84.44,,84.43,223.56,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,85.88,221.44,82.08,10.00,92.08,82.08,32.40,32.32,64.72,26.64,5.76,6.80,12.56
530,,,,2.28,84.44,,84.43,261.63,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,73.39,220.16,82.08,9.52,91.60,82.08,32.40,32.32,64.72,20.64,11.76,8.16,19.92
540,,,,2.28,84.44,,84.43,254.85,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,75.34,222.88,82.16,9.76,91.92,82.16,32.40,32.32,64.72,20.72,11.68,8.16,19.84
550,,,,2.28,84.44,,84.43,257.22,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,74.64,221.92,82.32,10.16,92.48,82.32,32.40,32.32,64.72,23.60,8.72,8.16,16.88
560,,,,2.28,84.44,,84.43,223.62,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,85.86,221.04,82.88,9.76,92.64,82.88,32.40,32.32,64.72,17.44,14.96,8.16,23.12
570,,,,2.28,84.44,,84.39,261.79,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,73.34,219.84,82.08,9.60,91.68,82.08,32.40,32.32,64.72,14.64,17.76,5.44,23.20
580,,,,2.28,84.44,,84.39,240.62,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,79.79,222.40,82.16,10.16,92.32,82.16,32.40,32.32,64.72,14.64,17.76,5.44,23.20
590,,,,2.28,84.44,,84.39,255.09,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,75.27,221.52,82.08,10.00,92.08,82.08,32.40,32.32,64.72,17.36,15.04,6.80,21.84
600,,,,2.28,84.44,,84.43,275.13,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,69.79,226.16,82.00,9.84,91.84,82.00,32.40,32.32,64.72,23.44,8.96,8.16,17.12
610,,,,2.28,84.44,,84.43,228.72,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,83.95,225.28,82.00,10.16,92.16,82.00,32.40,32.24,64.64,16.96,15.36,6.80,22.16
620,,,,2.28,84.44,,84.43,235.94,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,81.38,224.32,82.48,10.16,92.64,82.48,32.40,32.24,64.64,17.12,15.28,5.44,20.72
630,,,,2.28,84.44,,84.39,239.81,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,80.06,225.04,81.76,9.76,91.52,81.76,32.32,32.24,64.56,16.88,15.52,5.44,20.96
640,,,,2.28,84.44,,84.39,273.89,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,70.10,225.44,82.40,9.60,92.00,82.40,32.40,32.32,64.72,17.12,15.28,6.80,22.08
650,,,,2.28,84.44,,84.43,241.97,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,79.35,224.72,81.76,9.76,91.52,81.76,32.32,32.24,64.56,16.88,15.44,6.80,22.24
660,,,,2.28,84.44,,84.43,239.29,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,80.24,223.92,82.08,10.08,92.16,82.08,32.40,32.24,64.64,19.84,12.48,4.08,16.56
670,,,,2.28,84.44,,84.43,245.81,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,78.11,224.40,81.84,9.68,91.52,81.84,32.40,32.24,64.64,19.84,12.48,5.44,17.92
680,,,,2.28,84.44,,84.39,277.24,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,69.25,225.04,81.76,9.68,91.44,81.76,32.40,32.24,64.64,19.68,12.72,6.80,19.52
690,,,,2.28,84.44,,84.39,252.38,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,76.07,224.08,81.68,9.52,91.20,81.68,32.32,32.24,64.56,12.96,19.36,6.72,26.08
700,,,,2.28,84.44,,84.43,262.91,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,73.03,223.44,81.92,9.28,91.20,81.92,32.32,32.24,64.56,16.24,16.08,4.08,20.16
710,,,,2.28,84.44,,84.43,243.81,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,78.75,223.84,81.68,9.52,91.20,81.68,32.32,32.24,64.56,15.92,16.40,2.72,19.12
720,,,,2.28,84.44,,84.39,282.54,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,67.95,224.48,82.08,9.44,91.52,82.08,32.32,32.24,64.56,15.68,16.64,5.36,22.00
730,,,,2.28,84.44,,84.43,251.12,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,76.46,223.68,81.68,9.52,91.20,81.68,32.32,32.24,64.56,22.24,10.08,6.72,16.80
740,,,,2.28,84.44,,84.43,250.59,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,76.62,223.04,81.68,9.44,91.12,81.68,32.32,32.32,64.64,18.80,13.60,6.72,20.32
750,,,,2.28,84.44,,84.39,242.44,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,79.19,223.52,81.60,9.60,91.20,81.60,32.32,32.24,64.56,15.20,17.12,4.08,21.20
760,,,,2.28,84.44,,84.43,285.84,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,67.17,223.92,81.60,9.28,90.88,81.60,32.32,32.24,64.56,14.96,17.36,6.72,24.08
770,,,,2.28,84.44,,84.39,236.91,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,81.04,223.36,83.36,9.60,92.96,83.36,32.32,32.24,64.56,14.72,17.60,5.44,23.04
780,,,,2.28,84.44,,84.39,255.20,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,75.24,222.64,81.60,9.60,91.20,81.60,32.32,32.24,64.56,10.96,21.36,5.44,26.80
790,,,,2.28,84.44,,84.39,242.01,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,79.34,223.12,81.68,9.60,91.28,81.68,32.32,32.24,64.56,14.32,18.00,4.08,22.08
800,,,,2.28,84.44,,84.43,277.62,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,69.16,223.52,82.56,9.52,92.08,82.56,32.32,32.24,64.56,17.84,14.48,5.36,19.84
810,,,,2.28,84.44,,84.39,237.13,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,80.97,222.88,81.60,9.20,90.80,81.60,32.32,32.24,64.56,17.60,14.72,5.44,20.16
820,,,,2.28,84.44,,84.39,248.76,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,77.18,222.32,81.60,9.52,91.12,81.60,32.32,32.24,64.56,13.76,18.56,5.44,24.00
830,,,,2.28,84.44,,84.43,239.30,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,80.23,222.72,81.60,9.60,91.20,81.60,32.32,32.24,64.56,13.52,18.80,5.44,24.24
840,,,,2.28,84.44,,84.43,284.55,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,67.48,223.28,81.60,9.44,91.04,81.60,32.32,32.24,64.56,13.28,19.04,5.36,24.40
850,,,,2.28,84.44,,84.39,239.69,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,80.10,222.72,81.60,9.60,91.20,81.60,32.32,32.24,64.56,24.64,7.68,6.72,14.40
860,,,,2.28,84.44,,84.39,245.22,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,78.30,222.00,81.60,9.76,91.36,81.60,32.32,32.24,64.56,12.96,19.36,6.72,26.08
870,,,,2.28,84.44,,84.39,230.25,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,83.39,222.48,81.76,9.84,91.60,81.76,32.32,32.24,64.56,12.80,19.52,6.80,26.32
880,,,,2.28,84.44,,84.39,279.96,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,68.58,222.88,81.92,9.36,91.28,81.92,32.32,32.24,64.56,8.64,23.68,6.72,30.40
890,,,,2.28,84.44,,84.43,231.80,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,82.83,222.24,81.60,9.60,91.20,81.60,32.32,32.24,64.56,8.40,23.84,8.08,31.92
900,,,,2.28,84.44,,84.43,245.79,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,78.12,221.76,81.60,9.52,91.12,81.60,32.32,32.24,64.56,12.32,20.00,4.08,24.08
910,,,,2.28,84.44,,84.39,233.28,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,82.30,222.16,81.52,9.60,91.12,81.52,32.32,32.24,64.56,12.08,20.24,6.72,26.96
920,,,,2.28,84.44,,84.43,273.76,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,70.13,222.56,81.52,9.68,91.20,81.52,32.32,32.24,64.56,20.08,12.24,8.08,20.32
930,,,,2.28,84.44,,84.43,232.15,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,82.71,222.08,81.60,9.44,91.04,81.60,32.32,32.24,64.56,19.92,12.40,6.72,19.12
940,,,,2.28,84.44,,84.39,244.39,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,78.56,221.44,81.52,9.52,91.04,81.52,32.32,32.24,64.56,11.60,20.72,5.44,26.16
950,,,,2.28,84.44,,84.43,233.65,,,,,,,227.4,112.0,11.0,16.0,6.8,227.4 ,82.18,221.92,81.68,9.60,91.28,81.68,32.32,32.16,64.48,15.52,16.80,6.72,23.52
960,,,,2.28,84.44,,84.43,266.41,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,72.07,222.32,82.40,9.60,92.00,82.40,32.32,32.16,64.48,15.44,16.88,8.08,24.96
970,,,,2.28,84.44,,84.43,232.56,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,82.56,221.76,81.52,9.60,91.12,81.52,32.32,32.24,64.56,6.56,25.76,4.08,29.84
980,,,,2.28,84.44,,84.43,243.03,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,79.00,221.28,81.52,9.76,91.28,81.52,32.24,32.16,64.40,6.48,25.84,8.08,33.92
990,,,,2.28,84.44,,84.39,231.41,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,82.97,221.68,81.52,9.60,91.12,81.52,32.32,32.16,64.48,10.56,21.76,5.44,27.20
1000,,,,2.28,84.44,,84.43,260.77,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,73.63,222.08,81.60,9.68,91.28,81.60,32.24,32.16,64.40,10.40,21.84,5.44,27.28
1010,,,,2.28,84.44,,84.43,231.20,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,83.05,221.60,81.60,9.76,91.36,81.60,32.32,32.16,64.48,10.24,22.08,6.72,28.80
1020,,,,2.28,84.44,,84.43,224.63,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,85.47,221.12,82.24,9.36,91.60,82.24,32.32,32.16,64.48,23.36,8.96,6.72,15.68
1030,,,,2.28,84.44,,84.43,224.61,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,85.48,221.52,81.68,9.60,91.28,81.68,32.32,32.16,64.48,9.92,22.40,4.08,26.48
1040,,,,2.28,84.44,,84.43,271.78,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,70.64,221.76,81.92,9.36,91.28,81.92,32.24,32.16,64.40,14.16,18.08,6.72,24.80
1050,,,,2.28,84.44,,84.43,231.23,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,83.03,221.36,81.60,9.60,91.20,81.60,32.24,32.16,64.40,9.44,22.80,2.72,25.52
1060,,,,2.28,84.44,,84.43,240.19,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,79.94,220.88,81.92,9.28,91.20,81.92,32.24,32.16,64.40,13.92,18.40,6.72,25.12
1070,,,,2.28,84.44,,84.39,229.60,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,83.63,221.28,81.68,9.60,91.28,81.68,32.24,32.16,64.40,13.76,18.56,6.72,25.28
1080,,,,2.28,84.44,,84.39,263.14,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,72.96,221.60,81.68,9.44,91.12,81.68,32.24,32.16,64.40,8.96,23.28,4.08,27.36
1090,,,,2.28,84.44,,84.39,235.37,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,81.57,221.12,81.52,9.68,91.20,81.52,32.24,32.16,64.40,13.44,18.88,6.72,25.60
1100,,,,2.28,84.44,,84.43,238.83,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,80.39,220.72,81.60,9.68,91.28,81.60,32.24,32.16,64.40,13.28,18.96,6.72,25.68
1110,,,,2.28,84.44,,84.43,231.48,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,82.94,221.12,81.52,9.68,91.20,81.52,32.24,32.16,64.40,8.40,23.84,4.08,27.92
1120,,,,2.28,84.44,,84.43,263.38,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,72.90,221.44,82.48,9.20,91.68,82.48,32.24,32.16,64.40,8.32,24.00,6.72,30.72
1130,,,,2.28,84.44,,84.43,228.88,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,83.89,220.96,81.68,9.76,91.44,81.68,32.32,32.16,64.48,3.12,29.20,8.08,37.28
1140,,,,2.28,84.44,,84.43,237.73,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,80.76,220.56,81.52,9.44,90.96,81.52,32.24,32.16,64.40,12.72,19.52,6.72,26.24
1150,,,,2.28,84.44,,84.43,231.04,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,83.10,220.88,82.32,9.60,91.92,82.32,32.24,32.16,64.40,2.80,29.44,4.08,33.52
1160,,,,2.28,84.44,,84.39,270.02,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,71.11,221.28,81.60,9.44,91.04,81.60,32.24,32.16,64.40,7.52,24.72,5.36,30.08
1170,,,,2.28,84.44,,84.43,229.62,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,83.62,220.80,81.44,9.52,90.96,81.44,32.24,32.16,64.40,22.32,9.92,8.08,18.00
1180,,,,2.28,84.44,,84.39,238.17,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,80.61,220.40,81.52,9.60,91.12,81.52,32.24,32.16,64.40,2.08,30.16,8.08,38.24
1190,,,,2.28,84.44,,84.43,234.55,,,,,,,227.4,112.0,11.0,16.0,12.6,227.4 ,81.86,220.72,81.52,9.52,91.04,81.52,32.24,32.16,64.40,7.12,25.12,5.44,30.56
