,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer,,,,,,,,,,,
90,9.27,74.16,,9.27,74.16,,74.19,51.92,248.0,166.0,14.0,14.0,0.0,248.0 ,248.0,166.0,14.0,14.0,0.0,248.0 ,354.39,2924.16,56.96,8.96,65.92,56.96,49.92,8.40,58.32,49.92,.32,.16,.48
100,9.27,74.16,,9.27,74.16,,74.16,58.97,248.0,166.0,14.0,14.0,0.0,248.0 ,248.0,166.0,14.0,14.0,0.0,248.0 ,312.04,2681.52,62.96,8.56,71.52,62.96,51.92,8.32,60.24,51.92,3.28,1.84,5.12
110,9.27,74.16,,9.27,74.16,,74.19,55.88,248.0,166.0,14.0,14.2,11.8,248.0 ,248.0,166.0,14.0,14.0,16.5,248.0 ,329.26,2870.48,73.20,8.56,81.76,73.20,51.76,8.32,60.08,51.76,10.00,5.28,15.28
120,9.27,74.16,,9.27,74.16,,74.16,58.01,248.0,166.0,14.0,14.0,23.6,248.0 ,248.0,166.0,14.0,14.0,16.5,248.0 ,317.21,2677.12,69.60,8.64,78.24,69.60,51.44,8.32,59.76,51.44,15.28,7.76,23.04
130,9.27,74.16,,9.27,74.16,,74.19,53.38,248.0,166.0,26.0,14.0,16.5,248.0 ,248.0,166.0,14.0,14.0,16.5,248.0 ,344.72,2849.68,143.92,9.28,153.20,143.92,51.20,8.32,59.52,51.20,16.96,8.24,25.20
140,9.27,74.16,,9.27,74.16,,74.19,57.98,248.0,166.0,14.0,14.0,23.6,248.0 ,248.0,166.0,14.0,14.0,16.5,248.0 ,317.33,2674.00,82.08,8.72,90.80,82.08,50.88,8.24,59.12,50.88,17.20,8.32,25.52
150,9.27,74.16,,9.27,74.16,,74.19,55.74,248.0,166.0,34.0,14.0,16.5,248.0 ,248.0,166.0,14.0,14.0,16.5,248.0 ,330.09,2807.36,138.88,9.04,147.92,138.88,50.64,8.24,58.88,50.64,17.12,8.32,25.44
160,9.27,74.16,,9.27,74.16,,73.42,55.87,248.0,166.0,26.3,14.0,23.6,248.0 ,248.0,166.0,54.0,14.0,16.5,250.5 ,329.32,2671.68,107.84,9.28,117.12,107.84,50.64,8.24,58.88,50.64,17.04,8.32,25.36
170,9.27,74.16,,9.27,74.16,,73.45,55.83,248.0,166.0,30.0,14.0,9.1,248.0 ,248.0,166.0,54.0,14.0,16.5,250.5 ,329.59,2787.20,100.48,9.36,109.84,100.48,50.48,8.16,58.64,50.48,17.04,8.24,25.28
180,9.27,74.16,,9.27,74.16,,73.45,56.86,248.0,166.0,50.0,14.0,16.5,248.0 ,248.0,166.0,54.0,14.0,16.5,250.5 ,323.59,2653.92,173.36,9.20,182.56,173.36,50.32,8.16,58.48,50.32,16.96,8.24,25.20
190,9.27,74.16,,9.27,74.16,,73.45,55.10,248.0,166.0,46.0,14.0,23.2,249.2 ,248.0,166.0,54.0,14.0,16.5,250.5 ,333.93,2771.36,168.24,9.52,177.76,168.24,50.32,8.16,58.48,50.32,16.96,8.24,25.20
200,9.27,74.16,,9.27,74.16,,73.45,57.42,248.0,166.0,54.0,14.0,16.5,250.5 ,248.0,166.0,54.0,14.0,16.5,250.5 ,320.45,2652.48,195.76,9.04,204.80,195.76,50.16,8.16,58.32,50.16,16.88,8.24,25.12
210,9.27,74.16,,9.27,74.16,,73.42,55.41,248.0,166.0,54.0,14.0,16.5,250.5 ,248.0,166.0,54.0,14.0,16.5,250.5 ,332.05,2758.64,204.72,9.36,214.08,204.72,50.08,8.16,58.24,50.08,16.88,8.24,25.12
220,9.27,74.16,,9.27,74.16,,73.42,57.66,248.0,166.0,54.0,14.0,23.6,257.6 ,248.0,166.0,54.0,14.0,16.5,250.5 ,319.11,2651.36,213.28,8.88,222.16,213.28,50.00,8.16,58.16,50.00,16.88,8.24,25.12
230,9.27,74.16,,9.27,74.16,,73.45,55.54,248.0,166.0,54.0,14.0,44.1,278.1 ,248.0,166.0,54.0,14.0,16.5,250.5 ,331.29,2748.24,215.60,9.68,225.28,215.60,49.92,8.16,58.08,49.92,16.88,8.24,25.12
240,9.27,74.16,,9.27,74.16,,73.45,51.55,248.0,166.0,50.0,14.0,36.6,266.6 ,248.0,166.0,54.0,14.0,16.5,250.5 ,356.93,2666.48,182.96,9.52,192.48,182.96,50.64,8.16,58.80,50.64,16.88,8.24,25.12
250,9.27,74.16,,9.27,74.16,,73.42,53.71,248.0,166.0,54.0,14.0,55.1,289.1 ,248.0,166.0,54.0,14.0,16.5,250.5 ,342.60,2739.36,215.04,9.36,224.40,215.04,51.36,8.08,59.44,51.36,16.88,8.24,25.12
260,9.27,74.16,,9.27,74.16,,73.42,53.85,248.0,166.0,54.0,14.0,16.5,250.5 ,248.0,166.0,54.0,14.0,16.5,250.5 ,341.72,2649.76,219.92,9.84,229.76,219.92,50.56,8.00,58.56,50.56,16.96,8.24,25.20
270,9.27,74.16,,9.27,74.16,,73.42,52.84,248.0,166.0,54.0,14.0,16.5,250.5 ,248.0,166.0,54.0,14.0,16.5,250.5 ,348.23,2747.92,216.24,9.92,226.16,216.24,50.00,8.08,58.08,50.00,16.96,8.24,25.20
280,,,,9.27,74.16,,73.45,53.16,,,,,,,248.0,166.0,54.0,14.0,16.5,250.5 ,346.13,2649.12,214.08,10.16,224.24,214.08,49.60,8.08,57.68,49.60,16.80,8.24,25.04
290,,,,9.27,74.16,,73.45,52.18,,,,,,,248.0,166.0,54.0,14.0,16.5,250.5 ,352.61,2725.76,215.84,10.48,226.32,215.84,49.60,8.16,57.76,49.60,16.80,8.24,25.04
300,,,,9.27,74.16,,73.42,49.81,,,,,,,248.0,166.0,54.0,14.0,16.5,250.5 ,369.39,2664.64,215.28,10.40,225.68,215.28,49.92,8.00,57.92,49.92,16.80,8.32,25.12
310,,,,9.27,74.16,,73.45,52.26,,,,,,,248.0,166.0,54.0,14.0,16.5,250.5 ,352.09,2736.16,214.80,10.64,225.44,214.80,49.60,8.08,57.68,49.60,16.80,8.32,25.12
320,,,,9.27,74.16,,73.45,50.15,,,,,,,248.0,166.0,54.0,14.0,16.5,250.5 ,366.90,2648.32,220.48,11.68,232.16,220.48,50.08,7.92,58.00,50.08,16.88,8.32,25.20
330,,,,9.27,74.16,,73.42,51.44,,,,,,,248.0,166.0,54.0,14.0,16.5,250.5 ,357.68,2731.36,214.88,11.20,226.08,214.88,49.52,8.08,57.60,49.52,16.88,8.32,25.20
340,,,,9.27,74.16,,73.42,53.49,,,,,,,248.0,166.0,54.0,14.0,16.5,250.5 ,344.00,2647.76,214.08,10.56,224.64,214.08,49.76,8.08,57.84,49.76,16.88,8.32,25.20
350,,,,9.27,74.16,,73.42,50.20,,,,,,,248.0,166.0,54.0,14.0,16.5,250.5 ,366.52,2726.96,214.96,10.72,225.68,214.96,49.92,8.08,58.00,49.92,16.88,8.32,25.20
360,,,,9.27,74.16,,73.42,52.53,,,,,,,248.0,166.0,54.0,14.0,16.5,250.5 ,350.25,2663.44,214.80,10.80,225.60,214.80,49.60,8.08,57.68,49.60,16.88,8.32,25.20
370,,,,9.27,74.16,,73.42,51.37,,,,,,,248.0,166.0,54.0,14.0,16.5,250.5 ,358.16,2707.28,215.28,11.04,226.32,215.28,49.68,8.08,57.76,49.68,16.80,8.32,25.12
380,,,,9.27,74.16,,73.45,52.95,,,,,,,248.0,166.0,54.0,14.0,16.5,250.5 ,347.52,2663.04,214.16,11.28,225.44,214.16,49.60,8.00,57.60,49.60,16.80,8.32,25.12
390,,,,9.27,74.16,,73.42,51.69,,,,,,,248.0,166.0,54.0,14.0,16.5,250.5 ,355.99,2703.92,214.96,11.52,226.48,214.96,50.08,8.00,58.08,50.08,16.96,8.32,25.28

