,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer,,,,,,,,,,,
360,3.25,250,0.23,3.25,250,0.23,275.862068965517,237.14,26,25,14,14,10.8,63.8,26,25,14,14,10.8,63.8,74.22,338.72,8.24,54.4,62.64,54.4,8.08,48.48,56.56,48.48,8.24,16.56,24.8
370,3.25,250,0.23,3.25,250,0.23,275.862068965517,278.77,26,25,14,14,7.5,60.5,26,25,14,14,10.8,63.8,63.13,337.44,8.24,50.4,58.64,50.4,7.76,47.36,55.12,47.36,8.24,16.56,24.8
380,3.25,250,0.23,3.25,250,0.23,275.862068965517,271.18,26,25,14,14,10.8,63.8,26,25,14,14,10.8,63.8,64.9,339.12,8.32,54.88,63.2,54.88,7.76,47.52,55.28,47.52,8.24,16.56,24.8
390,3.25,250,0.23,3.25,250,0.23,275.862068965517,266.82,26,25,16,14,10.8,65.8,26,25,14,14,10.8,63.8,65.96,335.28,8.24,61.28,69.52,61.28,7.68,46.88,54.56,46.88,8.24,16.56,24.8
400,3.25,250,0.23,3.25,250,0.23,275.862068965517,231.45,26,25,18,14,10.8,67.8,26,25,14,14,10.8,63.8,76.04,337.68,8.4,60.88,69.28,60.88,7.92,48.4,56.32,48.4,8.24,16.56,24.8
410,,,,3.25,250,0.23,259.587020648968,271.53,,,,,,,26,25,18,14,10.8,67.8,64.82,336.48,8.4,53.44,61.84,53.44,7.76,47.36,55.12,47.36,8.24,16.56,24.8
420,,,,3.25,250,0.23,245.125348189415,278.47,,,,,,,26,25,22,14,10.8,71.8,63.2,338.08,8.4,51.76,60.16,51.76,7.76,47.36,55.12,47.36,8.16,16.56,24.72
430,,,,3.25,250,0.23,245.125348189415,270.03,,,,,,,26,25,22,14,10.8,71.8,65.18,334.64,8.4,58.32,66.72,58.32,7.68,47.04,54.72,47.04,8.24,16.64,24.88
440,,,,3.25,250,0.23,245.125348189415,233.4,,,,,,,26,25,22,14,10.8,71.8,75.41,336.8,8.48,58.4,66.88,58.4,8,48.48,56.48,48.48,8.24,16.64,24.88
450,,,,3.25,250,0.23,245.125348189415,266.06,,,,,,,26,25,22,14,10.8,71.8,66.15,335.76,8.4,62.8,71.2,62.8,7.68,47.04,54.72,47.04,8.24,16.64,24.88
460,,,,3.25,250,0.23,245.125348189415,263.09,,,,,,,26,25,22,14,10.8,71.8,66.9,337.2,8.48,73.52,82,73.52,7.36,45.84,53.2,45.84,8.24,16.64,24.88
470,,,,3.25,250,0.23,245.125348189415,270.52,,,,,,,26,25,22,14,10.8,71.8,65.06,334.08,8.4,59.2,67.6,59.2,7.68,46.96,54.64,46.96,8.16,16.64,24.8
480,,,,3.25,250,0.23,245.125348189415,232.2,,,,,,,26,25,22,14,10.8,71.8,75.8,336.08,8.48,63.68,72.16,63.68,7.92,47.92,55.84,47.92,8.24,16.72,24.96
490,,,,3.25,250,0.23,245.125348189415,262.46,,,,,,,26,25,22,14,10.8,71.8,67.06,335.12,8.48,59.76,68.24,59.76,7.68,47.04,54.72,47.04,8.16,16.8,24.96
500,,,,3.25,250,0.23,245.125348189415,266.5,,,,,,,26,25,22,14,10.8,71.8,66.04,336.4,8.48,63.44,71.92,63.44,7.6,46.88,54.48,46.88,8.16,16.88,25.04
510,,,,3.25,250,0.23,245.125348189415,247.49,,,,,,,26,25,22,14,10.8,71.8,71.11,333.6,8.4,62.88,71.28,62.88,7.76,47.36,55.12,47.36,8.24,16.96,25.2
520,,,,3.25,250,0.23,245.125348189415,227.04,,,,,,,26,25,22,14,10.8,71.8,77.52,335.44,8.48,80.48,88.96,80.48,7.52,47.04,54.56,47.04,8.24,17.2,25.44
530,,,,3.25,250,0.23,245.125348189415,245.77,,,,,,,26,25,22,14,10.8,71.8,71.61,334.56,8.48,81.2,89.68,81.2,7.36,45.68,53.04,45.68,8.24,17.36,25.6
540,,,,3.25,250,0.23,245.125348189415,251.67,,,,,,,26,25,22,14,10.8,71.8,69.93,335.84,8.4,81.36,89.76,81.36,7.12,45.04,52.16,45.04,8.16,17.28,25.44
550,,,,3.25,250,0.23,245.125348189415,247.55,,,,,,,26,25,22,14,10.8,71.8,71.1,333.2,8.4,81.04,89.44,81.04,7.28,45.52,52.8,45.52,8.16,17.52,25.68
560,,,,3.25,250,0.23,245.125348189415,228.32,,,,,,,26,25,22,14,10.8,71.8,77.08,334.88,8.4,81.12,89.52,81.12,7.44,46.72,54.16,46.72,8.24,17.68,25.92
570,,,,3.25,250,0.23,245.125348189415,247.25,,,,,,,26,25,22,14,10.8,71.8,71.18,334.16,8.4,81.12,89.52,81.12,7.28,45.6,52.88,45.6,8.16,17.76,25.92
580,,,,3.25,250,0.23,245.125348189415,248.21,,,,,,,26,25,22,14,10.8,71.8,70.91,335.28,8.4,81.2,89.6,81.2,7.28,45.44,52.72,45.44,8.16,18.08,26.24
590,,,,3.25,250,0.23,245.125348189415,244.86,,,,,,,26,25,22,14,10.8,71.8,71.88,332.8,8.32,81.04,89.36,81.04,7.36,45.6,52.96,45.6,8.16,18.64,26.8
600,,,,3.25,250,0.23,245.125348189415,230.08,,,,,,,26,25,22,14,10.8,71.8,76.5,334.4,8.4,81.44,89.84,81.44,7.76,47.12,54.88,47.12,8.24,19.2,27.44
610,,,,3.25,250,0.23,245.125348189415,246.93,,,,,,,26,25,22,14,10.8,71.8,71.27,333.68,8.4,81.12,89.52,81.12,7.36,45.68,53.04,45.68,8.16,19.52,27.68
620,,,,3.25,250,0.23,245.125348189415,244.97,,,,,,,26,25,22,14,10.8,71.8,71.84,334.8,8.4,81.2,89.6,81.2,7.28,45.36,52.64,45.36,8.16,19.92,28.08
630,,,,3.25,250,0.23,245.125348189415,244.09,,,,,,,26,25,22,14,10.8,71.8,72.11,332.48,8.32,81.44,89.76,81.44,7.36,45.92,53.28,45.92,8.16,20.72,28.88
640,,,,3.25,250,0.23,245.125348189415,225.61,,,,,,,26,25,22,14,10.8,71.8,78.01,334,8.32,76.72,85.04,76.72,7.68,47.36,55.04,47.36,8.24,20.72,28.96
650,,,,3.25,250,0.23,245.125348189415,242.98,,,,,,,26,25,22,14,10.8,71.8,72.44,333.36,8.4,81.04,89.44,81.04,7.44,46.08,53.52,46.08,8.16,22.32,30.48
660,,,,3.25,250,0.23,245.125348189415,243.52,,,,,,,26,25,22,14,10.8,71.8,72.27,334.4,8.4,81.04,89.44,81.04,7.28,45.76,53.04,45.76,8.16,22.88,31.04
670,,,,3.25,250,0.23,245.125348189415,240.56,,,,,,,26,25,22,14,10.8,71.8,73.16,332.24,8.32,80.96,89.28,80.96,7.36,46.08,53.44,46.08,8.16,23.84,32
680,,,,3.25,250,0.23,245.125348189415,228.81,,,,,,,26,25,22,14,10.8,71.8,76.92,333.68,8.32,81.36,89.68,81.36,7.6,46.96,54.56,46.96,8.16,24.72,32.88
690,,,,3.25,250,0.23,245.125348189415,236.62,,,,,,,26,25,22,14,10.8,71.8,74.38,333.04,8.32,80.96,89.28,80.96,7.36,45.84,53.2,45.84,8.16,25.68,33.84
700,,,,3.25,250,0.23,245.125348189415,231.64,,,,,,,26,25,22,14,10.8,71.8,75.98,334,8.4,81.04,89.44,81.04,7.44,45.92,53.36,45.92,8.16,26,34.16
710,,,,3.25,250,0.23,245.125348189415,235.26,,,,,,,26,25,22,14,10.8,71.8,74.81,332,8.32,81.28,89.6,81.28,7.28,46.08,53.36,46.08,8.16,27.6,35.76
720,,,,3.25,250,0.23,245.125348189415,224.6,,,,,,,26,25,22,14,10.8,71.8,78.36,333.36,8.32,81.6,89.92,81.6,7.2,46.32,53.52,46.32,8.24,28.8,37.04
730,,,,3.25,250,0.23,245.125348189415,232.49,,,,,,,26,25,22,14,10.8,71.8,75.7,332.8,8.32,80.88,89.2,80.88,7.36,46,53.36,46,8.16,29.84,38
740,,,,2.17,166.923076923077,0.23,204.651162790698,231.61,,,,,,,26,25,22,14,25,86,75.99,333.68,8.32,80.88,89.2,80.88,7.2,45.92,53.12,45.92,8.16,30.56,38.72
750,,,,2.17,166.923076923077,0.23,204.651162790698,228.94,,,,,,,26,25,22,14,25,86,76.87,331.76,8.24,80.88,89.12,80.88,7.36,46,53.36,46,8.16,32,40.16
760,,,,2.17,166.923076923077,0.23,204.651162790698,226.9,,,,,,,26,25,22,14,25,86,77.57,333.12,8.32,81.2,89.52,81.2,7.36,46.24,53.6,46.24,8.16,32.88,41.04
770,,,,2.17,166.923076923077,0.23,204.651162790698,214.04,,,,,,,26,25,22,14,25,86,82.23,332.56,8.32,81.04,89.36,81.04,7.52,46.4,53.92,46.4,8.24,34.48,42.72
780,,,,2.17,166.923076923077,0.23,204.651162790698,224.24,,,,,,,26,25,22,14,25,86,78.49,333.44,8.32,80.88,89.2,80.88,7.28,46.08,53.36,46.08,8.16,35.28,43.44
790,,,,2.17,166.923076923077,0.23,204.651162790698,219.66,,,,,,,26,25,22,14,25,86,80.12,331.6,8.24,80.96,89.2,80.96,7.28,45.92,53.2,45.92,8.24,37.44,45.68
800,,,,2.17,166.923076923077,0.23,204.651162790698,211.03,,,,,,,26,25,22,14,25,86,83.4,332.8,8.32,81.68,90,81.68,7.44,46.4,53.84,46.4,8.24,37.68,45.92
810,,,,2.17,166.923076923077,0.23,204.651162790698,218.83,,,,,,,26,25,22,14,25,86,80.43,332.32,8.32,80.8,89.12,80.8,7.2,46.08,53.28,46.08,8.24,38.88,47.12
820,,,,2.17,166.923076923077,0.23,204.651162790698,211.68,,,,,,,26,25,22,14,25,86,83.14,333.12,8.32,81.12,89.44,81.12,7.36,46.4,53.76,46.4,8.24,39.68,47.92
830,,,,2.17,166.923076923077,0.23,204.651162790698,212.49,,,,,,,26,25,22,14,25,86,82.83,331.44,8.24,80.96,89.2,80.96,7.36,46.32,53.68,46.32,8.24,40.64,48.88
840,,,,2.17,166.923076923077,0.23,204.651162790698,222.13,,,,,,,26,25,22,14,25,86,79.23,332.56,8.32,80.8,89.12,80.8,7.12,45.84,52.96,45.84,8.16,41.6,49.76
850,,,,2.17,166.923076923077,0.23,204.651162790698,217.21,,,,,,,26,25,22,14,25,86,81.03,332.08,8.32,80.8,89.12,80.8,7.28,46.08,53.36,46.08,8.16,42.16,50.32
860,,,,2.17,166.923076923077,0.23,204.651162790698,213.56,,,,,,,26,25,22,14,25,86,82.41,332.88,8.24,80.8,89.04,80.8,7.28,46.16,53.44,46.16,8.24,42.96,51.2
870,,,,2.17,166.923076923077,0.23,204.651162790698,212.97,,,,,,,26,25,22,14,25,86,82.64,331.28,8.24,80.8,89.04,80.8,7.36,46.4,53.76,46.4,8.24,43.68,51.92
880,,,,2.17,166.923076923077,0.23,204.651162790698,211.91,,,,,,,26,25,22,14,25,86,83.06,332.4,8.24,81.36,89.6,81.36,7.12,45.84,52.96,45.84,8.24,44.24,52.48
890,,,,2.17,166.923076923077,0.23,204.651162790698,212.34,,,,,,,26,25,22,14,25,86,82.88,331.92,8.24,80.72,88.96,80.72,7.28,46.16,53.44,46.16,8.16,44.56,52.72
900,,,,2.17,166.923076923077,0.23,204.651162790698,210.87,,,,,,,26,25,22,14,25,86,83.46,332.72,8.32,80.8,89.12,80.8,7.36,46.08,53.44,46.08,8.24,45.04,53.28
910,,,,2.17,166.923076923077,0.23,204.651162790698,213.32,,,,,,,26,25,22,14,25,86,82.51,331.12,8.24,80.8,89.04,80.8,7.28,46.24,53.52,46.24,8.16,45.68,53.84
920,,,,2.17,166.923076923077,0.23,204.651162790698,215.41,,,,,,,26,25,22,14,25,86,81.71,332.24,8.24,80.72,88.96,80.72,7.04,46.08,53.12,46.08,8.16,46.16,54.32
930,,,,2.17,166.923076923077,0.23,204.651162790698,212.73,,,,,,,26,25,22,14,25,86,82.73,331.76,8.24,80.72,88.96,80.72,7.28,46.4,53.68,46.4,8.16,46.24,54.4
940,,,,2.17,166.923076923077,0.23,204.651162790698,204.72,,,,,,,26,25,22,14,25,86,85.97,332.48,8.24,80.72,88.96,80.72,7.44,46.64,54.08,46.64,8.24,46.64,54.88
950,,,,2.17,166.923076923077,0.23,204.651162790698,206.26,,,,,,,26,25,22,14,25,86,85.33,331.04,8.24,80.8,89.04,80.8,7.36,46.4,53.76,46.4,8.24,46.96,55.2
960,,,,2.17,166.923076923077,0.23,204.651162790698,195.44,,,,,,,26,25,22,14,25,86,90.05,332,8.24,81.52,89.76,81.52,7.36,46.72,54.08,46.72,8.24,46.96,55.2
970,,,,2.17,166.923076923077,0.23,204.651162790698,208.61,,,,,,,26,25,22,14,25,86,84.37,331.6,8.24,80.88,89.12,80.88,7.44,46.4,53.84,46.4,8.16,47.28,55.44
980,,,,2.17,166.923076923077,0.23,204.651162790698,207.54,,,,,,,26,25,22,14,25,86,84.8,332.32,8.24,80.72,88.96,80.72,7.36,46.48,53.84,46.48,8.24,47.52,55.76
990,,,,2.17,166.923076923077,0.23,204.651162790698,208.36,,,,,,,26,25,22,14,25,86,84.47,330.88,8.24,80.64,88.88,80.64,7.36,46.48,53.84,46.48,8.24,47.68,55.92
1000,,,,2.17,166.923076923077,0.23,204.651162790698,206.03,,,,,,,26,25,22,14,25,86,85.43,331.84,8.24,80.72,88.96,80.72,7.2,46.64,53.84,46.64,8.24,47.84,56.08
1010,,,,2.17,166.923076923077,0.23,204.651162790698,208.95,,,,,,,26,25,22,14,25,86,84.23,331.44,8.24,80.96,89.2,80.96,7.36,46.4,53.76,46.4,8.16,47.92,56.08
1020,,,,2.17,166.923076923077,0.23,204.651162790698,199,,,,,,,26,25,22,14,25,86,88.44,332.16,8.32,81.76,90.08,81.76,7.52,46.56,54.08,46.56,8.24,47.92,56.16
1030,,,,2.17,166.923076923077,0.23,204.651162790698,207.47,,,,,,,26,25,22,14,25,86,84.83,330.8,8.24,81.36,89.6,81.36,7.36,46.32,53.68,46.32,8.16,48,56.16
1040,,,,2.17,166.923076923077,0.23,204.651162790698,203.55,,,,,,,26,25,22,14,25,86,86.46,331.76,8.24,81.2,89.44,81.2,7.28,46.24,53.52,46.24,8.24,48.16,56.4
1050,,,,2.17,166.923076923077,0.23,204.651162790698,207.45,,,,,,,26,25,22,14,25,86,84.84,331.36,8.24,80.8,89.04,80.8,7.36,46.32,53.68,46.32,8.16,48.16,56.32
1060,,,,2.17,166.923076923077,0.23,204.651162790698,208.89,,,,,,,26,25,22,14,25,86,84.26,332,8.24,80.8,89.04,80.8,7.36,46.24,53.6,46.24,8.16,48.24,56.4
1070,,,,2.17,166.923076923077,0.23,204.651162790698,208.73,,,,,,,26,25,22,14,25,86,84.32,330.64,8.16,80.64,88.8,80.64,7.36,46.16,53.52,46.16,8.16,48.24,56.4
1080,,,,2.17,166.923076923077,0.23,204.651162790698,213.41,,,,,,,26,25,22,14,25,86,82.47,331.6,8.24,80.88,89.12,80.88,7.12,45.92,53.04,45.92,8.16,48.32,56.48
1090,,,,2.17,166.923076923077,0.23,204.651162790698,203.27,,,,,,,26,25,22,14,25,86,86.58,331.2,8.24,80.96,89.2,80.96,7.44,46.48,53.92,46.48,8.16,48.32,56.48
1100,,,,2.17,166.923076923077,0.23,204.651162790698,207.22,,,,,,,26,25,22,14,25,86,84.93,331.84,8.24,80.72,88.96,80.72,7.28,46.24,53.52,46.24,8.16,48.32,56.48
1110,,,,2.17,166.923076923077,0.23,204.651162790698,210.1,,,,,,,26,25,22,14,25,86,83.77,330.56,8.16,80.64,88.8,80.64,7.28,46.32,53.6,46.32,8.16,48.32,56.48
1120,,,,2.17,166.923076923077,0.23,204.651162790698,198.79,,,,,,,26,25,22,14,25,86,88.54,331.44,8.24,81.28,89.52,81.28,7.44,46.88,54.32,46.88,8.24,48.32,56.56
1130,,,,2.17,166.923076923077,0.23,204.651162790698,204.62,,,,,,,26,25,22,14,25,86,86.01,331.12,8.24,80.64,88.88,80.64,7.44,46.48,53.92,46.48,8.16,48.32,56.48
1140,,,,2.17,166.923076923077,0.23,204.651162790698,209.53,,,,,,,26,25,22,14,25,86,84,331.68,8.24,80.64,88.88,80.64,7.28,46.08,53.36,46.08,8.16,48.32,56.48
1150,,,,2.17,166.923076923077,0.23,204.651162790698,201.05,,,,,,,26,25,22,14,25,86,87.54,330.48,8.24,81.12,89.36,81.12,7.44,46.48,53.92,46.48,8.24,48.32,56.56
1160,,,,2.17,166.923076923077,0.23,204.651162790698,213.05,,,,,,,26,25,22,14,25,86,82.61,331.36,8.24,80.72,88.96,80.72,7.12,46,53.12,46,8.16,48.32,56.48
1170,,,,2.17,166.923076923077,0.23,204.651162790698,211.79,,,,,,,26,25,22,14,25,86,83.1,331.04,8.24,80.64,88.88,80.64,7.28,46.16,53.44,46.16,8.16,48.32,56.48
1180,,,,2.17,166.923076923077,0.23,204.651162790698,203.82,,,,,,,26,25,22,14,25,86,86.35,331.68,8.24,80.64,88.88,80.64,7.28,46.08,53.36,46.08,8.24,48.4,56.64
1190,,,,2.17,166.923076923077,0.23,204.651162790698,211.05,,,,,,,26,25,22,14,25,86,83.39,330.56,8.24,80.88,89.12,80.88,7.2,46.24,53.44,46.24,8.16,48.4,56.56
1200,,,,2.17,166.923076923077,0.23,204.651162790698,206.3,,,,,,,26,25,22,14,25,86,85.31,331.44,8.32,81.2,89.52,81.2,7.04,45.84,52.88,45.84,8.24,48.4,56.64
