,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
110,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,321.07,356.31,59.8,32.0,5.2,9.2,0.0,59.8 ,59.8,32.0,5.0,8.0,0.0,59.8 ,53.89,33.12,8.16,41.28,16.88,16.80,33.68,.72,.24,.96,33.12,8.12,41.24,18.37,8.12,26.49,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
120,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,321.07,332.16,59.8,32.0,5.1,9.3,0.0,59.8 ,59.8,32.0,5.0,8.0,0.0,59.8 ,57.80,33.12,8.16,41.28,16.96,16.96,33.92,2.00,.88,2.88,33.00,8.12,41.12,18.62,8.12,26.74,.12,.12,.24,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
130,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,321.07,344.02,59.8,32.0,5.1,4.1,7.4,59.8 ,59.8,32.0,5.0,8.0,6.8,59.8 ,55.81,33.12,8.16,41.28,17.04,17.04,34.08,4.16,1.68,5.84,32.87,8.12,40.99,0,8.12,8.12,19.12,7.25,26.37,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
140,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,342.20,59.8,32.0,5.1,4.1,6.9,59.8 ,59.8,32.0,5.0,8.0,6.8,59.8 ,56.11,33.12,8.16,41.28,17.60,17.60,35.20,6.40,3.20,9.60,32.87,8.12,40.99,0,8.12,8.12,16.37,8.12,24.49,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
150,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,359.55,59.8,32.0,5.1,4.0,6.9,59.8 ,59.8,32.0,5.0,8.0,6.8,59.8 ,53.40,32.96,8.08,41.04,18.08,18.08,36.16,8.32,4.80,13.12,32.75,8.12,40.87,0,8.12,8.12,16.37,8.12,24.49,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
160,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,321.07,319.84,59.8,32.0,5.1,4.1,6.9,59.8 ,59.8,32.0,5.0,8.0,6.8,59.8 ,60.03,34.72,8.16,42.88,19.28,19.28,38.56,10.40,6.72,17.12,32.75,8.12,40.87,0,8.12,8.12,16.25,8.12,24.37,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
170,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,351.40,59.8,32.0,5.1,4.1,6.9,59.8 ,59.8,32.0,5.0,8.0,6.8,59.8 ,54.64,32.80,8.16,40.96,22.00,21.92,43.92,12.80,7.76,20.56,32.75,8.12,40.87,0,8.12,8.12,16.25,8.00,24.25,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
180,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,326.72,59.8,32.0,5.1,4.0,6.9,59.8 ,59.8,32.0,5.0,8.0,6.8,59.8 ,58.77,32.88,8.08,40.96,23.92,23.92,47.84,15.28,8.08,23.36,32.62,8.12,40.74,0,8.12,8.12,16.25,8.12,24.37,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
190,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,321.07,360.51,59.8,32.0,5.1,8.0,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,53.26,32.80,8.08,40.88,26.96,26.96,53.92,17.12,8.08,25.20,32.62,8.12,40.74,16.00,8.12,24.12,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
200,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,309.51,59.8,32.0,5.1,8.1,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,62.03,32.88,8.16,41.04,29.12,29.12,58.24,17.20,8.08,25.28,32.50,8.12,40.62,16.25,8.00,24.25,16.25,8.00,24.25,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
210,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,327.31,59.8,32.0,5.1,8.2,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,58.66,32.64,8.08,40.72,30.80,30.72,61.52,17.60,8.08,25.68,32.62,8.12,40.74,16.37,8.12,24.49,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
220,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,283.35,59.8,32.0,5.1,8.1,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,67.76,33.12,8.24,41.36,31.92,31.92,63.84,17.84,8.08,25.92,32.50,8.12,40.62,16.25,8.12,24.37,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
230,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,320.93,59.8,32.0,5.1,8.1,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,59.83,32.88,8.08,40.96,32.16,32.16,64.32,17.12,8.08,25.20,32.50,8.12,40.62,16.25,8.00,24.25,16.25,8.00,24.25,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
240,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,303.29,59.8,32.0,5.1,8.1,6.8,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,63.31,34.24,8.24,42.48,32.40,32.40,64.80,17.20,8.08,25.28,32.37,8.12,40.49,16.25,8.00,24.25,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
250,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,349.09,59.8,32.0,5.1,8.1,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,55.00,32.88,8.08,40.96,32.48,32.48,64.96,17.28,8.08,25.36,32.50,8.12,40.62,16.25,8.12,24.37,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
260,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,328.81,59.8,32.0,5.1,8.1,6.8,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,58.39,33.52,8.08,41.60,32.48,32.48,64.96,17.84,8.08,25.92,32.37,8.12,40.49,16.25,8.00,24.25,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
270,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,315.10,59.8,32.0,5.1,8.1,6.8,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,60.93,33.44,8.08,41.52,32.48,32.48,64.96,17.44,8.08,25.52,32.37,8.00,40.37,16.25,8.00,24.25,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
280,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,318.56,59.8,32.0,5.1,8.1,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,60.27,33.52,8.16,41.68,32.48,32.48,64.96,17.44,8.08,25.52,32.50,8.00,40.50,16.25,8.12,24.37,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
290,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,342.40,59.8,32.0,5.1,8.1,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,56.07,37.28,8.16,45.44,32.48,32.48,64.96,17.60,8.08,25.68,32.37,8.00,40.37,16.25,8.00,24.25,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
300,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,316.14,59.8,32.0,5.1,8.1,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,60.73,37.44,8.16,45.60,32.48,32.48,64.96,17.44,8.08,25.52,32.37,8.00,40.37,16.25,8.00,24.25,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
310,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,342.08,59.8,32.0,5.1,8.1,6.8,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,56.13,36.00,8.24,44.24,32.48,32.40,64.88,17.52,8.08,25.60,32.37,8.00,40.37,16.25,8.00,24.25,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
320,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,279.76,59.8,32.0,5.1,8.1,6.8,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,68.63,36.40,8.40,44.80,32.48,32.48,64.96,17.68,8.08,25.76,32.37,8.00,40.37,16.25,8.00,24.25,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
330,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,321.07,302.78,59.8,32.0,5.1,8.1,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,63.41,36.64,8.32,44.96,32.40,32.40,64.80,17.36,8.08,25.44,32.37,8.00,40.37,16.25,8.00,24.25,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
340,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,316.65,59.8,32.0,5.1,8.1,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,60.63,36.24,8.40,44.64,32.48,32.40,64.88,17.60,8.08,25.68,32.37,8.00,40.37,16.25,8.00,24.25,16.12,8.25,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
350,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,327.44,59.8,32.0,5.1,8.1,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,58.64,36.80,8.48,45.28,32.40,32.40,64.80,17.28,8.08,25.36,32.37,8.00,40.37,16.25,8.00,24.25,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
360,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,299.39,59.8,32.0,5.0,8.1,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,64.13,38.56,8.48,47.04,32.40,32.40,64.80,17.20,8.08,25.28,32.37,8.00,40.37,16.25,8.12,24.37,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
370,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,289.58,59.8,32.0,5.0,8.1,6.8,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,66.30,40.00,8.72,48.72,32.40,32.40,64.80,17.12,8.08,25.20,32.37,8.00,40.37,16.25,8.12,24.37,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
380,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,278.18,59.8,32.0,5.0,8.0,6.9,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,69.02,40.56,8.48,49.04,32.40,32.40,64.80,17.28,8.08,25.36,32.12,8.00,40.12,16.12,8.00,24.12,16.12,8.50,24.62,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
390,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,321.07,275.08,59.8,32.0,5.0,8.1,6.8,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,69.80,39.20,8.56,47.76,32.40,32.40,64.80,17.20,8.08,25.28,32.37,8.00,40.37,16.25,8.00,24.25,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
400,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,320.93,283.35,59.8,32.0,5.0,8.0,6.8,59.8 ,59.8,32.0,5.0,16.0,6.8,59.8 ,67.76,52.56,9.20,61.76,32.40,32.40,64.80,17.44,8.08,25.52,32.12,8.00,40.12,16.12,8.00,24.12,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
410,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.79,285.31,59.8,32.0,5.0,8.1,7.4,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,67.29,51.28,9.52,60.80,32.40,32.40,64.80,17.36,8.08,25.44,32.37,8.00,40.37,16.25,8.00,24.25,16.12,10.12,26.24,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
420,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,262.20,59.8,32.0,6.0,8.0,6.8,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,73.23,55.52,9.52,65.04,32.40,32.40,64.80,17.28,8.08,25.36,40.25,8.00,48.25,16.12,8.00,24.12,16.12,8.00,24.12,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
430,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,250.03,59.8,32.0,5.0,8.1,6.8,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,76.79,44.24,9.12,53.36,32.40,32.32,64.72,17.36,8.16,25.52,32.37,8.00,40.37,16.25,8.12,24.37,16.12,8.00,24.12,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
440,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,237.51,59.8,32.0,5.0,8.1,6.9,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,80.84,43.04,9.28,52.32,32.40,32.32,64.72,17.28,8.16,25.44,32.37,8.00,40.37,16.25,8.12,24.37,16.12,8.12,24.24,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
450,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,244.39,59.8,32.0,7.0,8.0,7.1,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,78.56,56.48,9.44,65.92,32.40,32.32,64.72,17.20,8.16,25.36,48.25,8.00,56.25,16.12,8.00,24.12,16.12,9.12,25.24,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
460,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,238.18,59.8,32.0,10.0,8.1,8.5,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,80.61,77.20,9.92,87.12,32.40,32.32,64.72,17.12,8.16,25.28,72.37,8.00,80.37,16.25,8.00,24.25,16.12,14.75,30.87,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
470,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,243.80,59.8,32.0,9.0,8.0,6.8,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,78.75,67.52,9.36,76.88,32.40,32.32,64.72,17.12,8.16,25.28,64.25,8.00,72.25,16.12,8.00,24.12,16.12,8.00,24.12,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
480,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,226.68,59.8,32.0,5.0,8.0,8.8,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,84.70,39.12,9.68,48.80,32.40,32.32,64.72,17.52,8.16,25.68,32.12,8.00,40.12,16.12,8.00,24.12,16.12,15.87,31.99,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
490,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,232.14,59.8,32.0,7.0,8.1,7.3,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,82.71,57.76,10.00,67.76,32.40,32.32,64.72,17.68,8.16,25.84,48.37,8.00,56.37,16.25,8.00,24.25,16.12,9.75,25.87,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
500,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,228.27,59.8,32.0,11.0,8.1,6.9,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,84.11,66.32,10.16,76.48,32.40,32.32,64.72,17.60,8.16,25.76,80.37,8.00,88.37,16.25,8.00,24.25,16.12,8.25,24.37,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
510,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,194.01,59.8,32.0,7.0,8.0,7.4,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,98.96,86.24,11.04,97.28,32.40,32.32,64.72,17.44,8.16,25.60,48.25,8.00,56.25,16.12,8.00,24.12,16.12,10.75,26.87,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
520,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,226.62,59.8,32.0,11.0,8.1,8.9,60.1 ,59.8,32.0,11.0,16.0,6.8,65.8 ,84.72,81.60,10.00,91.60,32.48,32.32,64.80,17.44,8.16,25.60,80.25,8.00,88.25,16.25,8.00,24.25,16.12,16.12,32.24,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
530,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,239.13,59.8,32.0,11.0,8.1,7.9,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,80.29,82.56,9.60,92.16,32.40,32.32,64.72,17.60,8.16,25.76,80.25,8.00,88.25,16.25,8.00,24.25,16.12,12.37,28.49,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
540,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,242.48,59.8,32.0,11.0,8.0,8.7,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,79.18,82.48,9.28,91.76,32.40,32.32,64.72,17.44,8.16,25.60,80.25,8.00,88.25,16.00,8.00,24.00,16.00,15.25,31.25,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
550,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,235.92,59.8,32.0,11.0,8.0,9.4,60.5 ,59.8,32.0,11.0,16.0,6.8,65.8 ,81.38,82.24,10.16,92.40,32.40,32.32,64.72,17.44,8.16,25.60,80.25,8.00,88.25,16.00,8.00,24.00,16.00,18.12,34.12,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
560,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,221.19,59.8,32.0,11.0,8.0,8.5,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,86.80,82.72,9.92,92.64,32.40,32.32,64.72,18.08,8.16,26.24,80.25,8.00,88.25,16.00,8.00,24.00,16.00,14.75,30.75,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
570,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,228.16,59.8,32.0,11.0,8.0,9.4,60.5 ,59.8,32.0,11.0,16.0,6.8,65.8 ,84.15,82.32,10.08,92.40,32.40,32.32,64.72,17.68,8.16,25.84,80.25,8.00,88.25,16.00,8.00,24.00,16.00,18.12,34.12,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
580,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,225.75,59.8,32.0,11.0,8.1,9.0,60.1 ,59.8,32.0,11.0,16.0,6.8,65.8 ,85.05,82.64,10.48,93.12,32.40,32.32,64.72,17.92,8.16,26.08,80.25,8.00,88.25,16.25,8.00,24.25,16.12,16.37,32.49,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
590,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,225.85,59.8,32.0,11.0,8.0,8.8,59.9 ,59.8,32.0,11.0,16.0,6.8,65.8 ,85.01,82.56,10.40,92.96,32.40,32.32,64.72,18.16,8.16,26.32,80.25,8.00,88.25,16.00,7.87,23.87,16.00,16.00,32.00,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
600,17.02,321.13,CPU bound. 17.02 GFLOP/s due to CPU bottleneck,17.02,321.13,,291.67,226.08,59.8,32.0,11.0,8.1,8.4,59.8 ,59.8,32.0,11.0,16.0,6.8,65.8 ,84.93,82.40,10.00,92.40,32.40,32.32,64.72,17.92,8.16,26.08,80.25,8.00,88.25,16.25,8.00,24.25,16.12,14.25,30.37,80.00,8.00,88.00,32.00,8.00,40.00,16.00,8.00,24.00
