,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
120,,,,2.70,207.69,0.16,193.35,167.61,22.9,18.0,83.1,8.1,25.7,134.9 ,22.9,18.0,12.0,44.0,25.3,99.3 ,114.55,99.04,8.64,107.68,86.32,86.24,172.56,69.28,8.08,77.36,600.50,64.00,664.50,16.12,8.12,24.24,73.37,8.12,81.49,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
130,2.04,156.92,0.07,2.70,207.69,0.16,193.27,160.12,22.9,18.0,13.2,8.1,25.7,65.1 ,22.9,18.0,12.0,44.0,25.3,99.3 ,119.91,92.64,8.48,101.12,88.80,88.80,177.60,76.72,8.16,84.88,97.62,8.12,105.74,16.25,8.12,24.37,73.25,8.12,81.37,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
140,2.04,156.92,0.07,2.70,207.69,0.16,193.35,158.46,22.9,18.0,12.2,8.1,25.6,64.0 ,22.9,18.0,12.0,44.0,25.3,99.3 ,121.17,90.64,8.16,98.80,89.76,89.76,179.52,79.04,8.16,87.20,89.50,8.12,97.62,16.25,8.12,24.37,73.25,8.00,81.25,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
150,2.05,157.69,0.07,2.70,207.69,0.16,193.27,156.95,22.9,18.0,12.2,8.1,25.6,63.9 ,22.9,18.0,12.0,44.0,25.3,99.3 ,122.34,91.52,8.24,99.76,89.76,89.68,179.44,79.36,8.16,87.52,89.25,8.12,97.37,16.25,8.12,24.37,73.12,8.12,81.24,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
160,,,,2.70,207.69,0.16,193.35,149.32,22.9,18.0,97.0,8.1,25.6,148.7 ,22.9,18.0,12.0,44.0,25.3,99.3 ,128.58,108.56,8.88,117.44,89.84,89.76,179.60,80.88,8.16,89.04,712.25,64.00,776.25,16.25,8.12,24.37,73.00,8.12,81.12,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
170,2.05,157.69,0.07,2.70,207.69,0.16,193.35,156.55,22.9,18.0,12.2,8.1,25.6,63.8 ,22.9,18.0,12.0,44.0,25.3,99.3 ,122.64,90.56,8.16,98.72,89.52,89.52,179.04,79.28,8.16,87.44,89.12,8.12,97.24,16.25,8.12,24.37,73.00,8.00,81.00,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
180,2.05,157.69,0.07,2.70,207.69,0.16,193.27,155.58,22.9,18.0,12.1,8.1,25.6,63.9 ,22.9,18.0,12.0,44.0,25.3,99.3 ,123.41,90.80,8.32,99.12,89.44,89.36,178.80,79.20,8.16,87.36,89.12,8.12,97.24,16.12,8.12,24.24,72.87,8.25,81.12,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
190,2.05,157.69,0.07,2.70,207.69,0.16,193.27,154.56,22.9,18.0,12.1,8.1,25.5,63.8 ,22.9,18.0,12.0,44.0,25.3,99.3 ,124.22,91.12,8.32,99.44,89.36,89.28,178.64,79.44,8.16,87.60,89.00,8.12,97.12,16.12,8.12,24.24,72.87,8.00,80.87,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
200,,,,2.70,207.69,0.16,193.27,146.62,22.9,18.0,83.0,8.1,25.6,134.7 ,22.9,18.0,12.0,44.0,25.3,99.3 ,130.95,98.80,8.88,107.68,89.36,89.28,178.64,80.00,8.16,88.16,600.37,64.00,664.37,16.12,8.12,24.24,72.87,8.12,80.99,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
210,2.06,158.46,0.07,2.70,207.69,0.16,193.27,149.44,22.9,18.0,12.1,8.1,25.5,63.7 ,22.9,18.0,12.0,44.0,25.3,99.3 ,128.48,91.20,8.56,99.76,89.20,89.12,178.32,79.28,8.16,87.44,88.87,8.12,96.99,16.12,8.12,24.24,72.75,8.12,80.87,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
220,2.06,158.46,0.07,2.70,207.69,0.16,193.27,147.24,22.9,18.0,12.1,8.1,25.5,63.7 ,22.9,18.0,12.0,44.0,25.3,99.3 ,130.40,90.96,8.64,99.60,89.12,89.04,178.16,79.12,8.16,87.28,88.87,8.12,96.99,16.12,8.12,24.24,72.75,8.12,80.87,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
230,2.06,158.46,0.07,2.70,207.69,0.16,193.35,144.30,22.9,18.0,12.1,8.1,25.5,63.7 ,22.9,18.0,12.0,44.0,25.3,99.3 ,133.05,91.92,8.80,100.72,89.12,89.04,178.16,78.96,8.16,87.12,88.87,8.12,96.99,16.12,8.12,24.24,72.75,8.12,80.87,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
240,,,,2.70,207.69,0.16,193.27,137.65,22.9,18.0,83.0,8.1,25.5,134.6 ,22.9,18.0,12.0,44.0,25.3,99.3 ,139.48,98.00,9.44,107.44,89.20,89.04,178.24,79.60,8.16,87.76,600.25,64.00,664.25,16.12,8.12,24.24,72.62,8.12,80.74,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
250,2.06,158.46,0.07,2.70,207.69,0.16,193.27,137.25,22.9,18.0,12.1,8.1,25.5,63.7 ,22.9,18.0,12.0,44.0,25.3,99.3 ,139.89,92.48,9.28,101.76,89.04,88.88,177.92,79.04,8.16,87.20,88.75,8.12,96.87,16.12,8.12,24.24,72.62,8.12,80.74,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
260,2.06,158.46,0.07,2.70,207.69,0.16,193.35,132.76,22.9,18.0,12.1,8.1,25.5,63.6 ,22.9,18.0,12.0,44.0,25.3,99.3 ,144.62,93.52,9.60,103.12,89.04,88.88,177.92,79.44,8.24,87.68,88.75,8.12,96.87,16.12,8.12,24.24,72.62,8.12,80.74,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
270,2.06,158.46,0.07,2.70,207.69,0.16,193.27,126.76,22.9,18.0,12.1,8.1,25.7,63.9 ,22.9,18.0,12.0,44.0,25.3,99.3 ,151.47,95.44,10.40,105.84,88.96,88.80,177.76,79.84,8.24,88.08,88.75,8.00,96.75,16.12,8.00,24.12,72.62,8.87,81.49,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
280,,,,2.70,207.69,0.16,193.35,118.97,22.9,18.0,83.0,8.1,25.5,134.5 ,22.9,18.0,12.0,44.0,25.3,99.3 ,161.38,103.84,11.36,115.20,89.04,88.80,177.84,80.32,8.32,88.64,600.25,64.00,664.25,16.12,8.00,24.12,72.62,8.00,80.62,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
290,2.06,158.46,0.07,2.70,207.69,0.16,193.27,113.34,22.9,18.0,12.1,8.1,25.5,63.6 ,22.9,18.0,12.0,44.0,25.3,99.3 ,169.40,100.56,10.96,111.52,88.88,88.64,177.52,80.48,8.32,88.80,88.62,8.00,96.62,16.12,8.00,24.12,72.50,8.12,80.62,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
300,2.06,158.46,0.07,2.70,207.69,0.16,193.35,110.73,22.9,18.0,12.1,8.1,25.5,63.6 ,22.9,18.0,12.0,44.0,25.3,99.3 ,173.40,98.48,11.20,109.68,88.80,88.56,177.36,80.16,8.32,88.48,88.62,8.00,96.62,16.12,8.00,24.12,72.50,8.12,80.62,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
310,2.06,158.46,0.07,2.70,207.69,0.16,193.27,112.35,22.9,18.0,12.1,8.1,25.5,63.6 ,22.9,18.0,12.0,44.0,25.3,99.3 ,170.89,99.68,11.52,111.20,88.88,88.56,177.44,80.24,8.32,88.56,88.62,8.00,96.62,16.12,8.00,24.12,72.50,8.12,80.62,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
320,,,,2.70,207.69,0.16,189.45,109.71,22.9,18.0,97.0,8.1,25.4,148.5 ,22.9,18.0,14.0,44.0,25.3,101.3 ,175.01,114.40,12.16,126.56,89.04,88.72,177.76,80.72,8.32,89.04,712.12,64.00,776.12,16.12,8.00,24.12,72.50,8.12,80.62,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
330,2.06,158.46,0.07,2.70,207.69,0.16,189.45,113.81,22.9,18.0,13.1,8.0,25.4,64.6 ,22.9,18.0,14.0,44.0,25.3,101.3 ,168.70,101.52,11.52,113.04,88.80,88.48,177.28,80.40,8.32,88.72,96.62,8.00,104.62,16.12,8.00,24.12,72.50,8.00,80.50,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
340,2.06,158.46,0.07,2.70,207.69,0.16,189.45,115.40,22.9,18.0,14.1,8.0,25.4,65.6 ,22.9,18.0,14.0,44.0,25.3,101.3 ,166.37,102.40,11.20,113.60,88.72,88.48,177.20,80.48,8.32,88.80,104.62,8.00,112.62,16.12,8.00,24.12,72.50,8.00,80.50,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
350,2.07,159.23,0.07,2.70,207.69,0.16,189.45,115.48,22.9,18.0,13.1,8.0,25.4,64.5 ,22.9,18.0,14.0,44.0,25.3,101.3 ,166.26,101.92,11.20,113.12,88.72,88.48,177.20,80.32,8.32,88.64,96.62,8.00,104.62,16.12,8.00,24.12,72.50,7.87,80.37,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
360,,,,2.70,207.69,0.16,189.45,116.14,22.9,18.0,83.0,8.0,25.4,134.5 ,22.9,18.0,14.0,44.0,25.3,101.3 ,165.31,104.24,11.92,116.16,88.80,88.56,177.36,80.32,8.32,88.64,600.25,64.00,664.25,16.12,8.12,24.24,72.50,7.87,80.37,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
370,2.07,159.23,0.07,2.70,207.69,0.16,189.45,116.95,22.9,18.0,14.1,8.0,25.7,65.8 ,22.9,18.0,14.0,44.0,25.3,101.3 ,164.17,105.76,11.12,116.88,88.64,88.32,176.96,80.40,8.32,88.72,104.62,8.00,112.62,16.12,8.00,24.12,72.50,8.87,81.37,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
380,2.07,159.23,0.07,2.70,207.69,0.16,189.45,118.05,22.9,18.0,13.1,8.0,26.0,65.1 ,22.9,18.0,14.0,44.0,25.3,101.3 ,162.64,102.32,11.20,113.52,88.56,88.24,176.80,80.16,8.32,88.48,96.50,8.00,104.50,16.12,8.00,24.12,72.50,9.87,82.37,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
390,2.07,159.23,0.07,2.70,207.69,0.16,189.45,117.61,22.9,18.0,14.1,8.0,25.5,65.6 ,22.9,18.0,14.0,44.0,25.3,101.3 ,163.25,104.48,11.28,115.76,88.56,88.24,176.80,79.92,8.32,88.24,104.50,8.00,112.50,16.12,8.00,24.12,72.50,8.12,80.62,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
400,,,,2.70,207.69,0.16,189.45,119.44,22.9,18.0,83.0,8.0,25.4,134.5 ,22.9,18.0,14.0,44.0,25.3,101.3 ,160.76,100.08,11.68,111.76,88.64,88.24,176.88,79.92,8.24,88.16,600.12,64.00,664.12,16.12,8.00,24.12,72.37,8.00,80.37,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
410,2.07,159.23,0.07,2.70,207.69,0.16,189.45,118.43,22.9,18.0,14.1,8.0,25.4,65.5 ,22.9,18.0,14.0,44.0,25.3,101.3 ,162.12,105.04,11.36,116.40,88.40,88.08,176.48,80.08,8.32,88.40,104.50,8.00,112.50,16.12,8.00,24.12,72.37,8.00,80.37,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
420,2.07,159.23,0.07,2.70,207.69,0.16,189.45,118.64,22.9,18.0,14.1,8.0,25.4,65.5 ,22.9,18.0,14.0,44.0,25.3,101.3 ,161.83,108.32,10.96,119.28,88.56,88.24,176.80,80.00,8.32,88.32,104.50,8.00,112.50,16.12,8.00,24.12,72.37,8.00,80.37,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
430,2.07,159.23,0.07,2.70,207.69,0.16,189.45,118.72,22.9,18.0,14.1,8.0,26.1,66.3 ,22.9,18.0,14.0,44.0,25.3,101.3 ,161.72,107.92,11.20,119.12,88.56,88.24,176.80,80.56,8.32,88.88,104.50,8.00,112.50,16.12,8.00,24.12,72.37,10.50,82.87,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
440,,,,2.70,207.69,0.16,189.45,118.33,22.9,18.0,83.0,8.0,26.1,135.2 ,22.9,18.0,14.0,44.0,25.3,101.3 ,162.26,98.96,11.76,110.72,88.56,88.16,176.72,80.16,8.24,88.40,600.12,64.00,664.12,16.12,8.00,24.12,72.37,10.37,82.74,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
450,2.07,159.23,0.07,2.70,207.69,0.16,189.45,117.78,22.9,18.0,14.1,8.0,25.9,66.0 ,22.9,18.0,14.0,44.0,25.3,101.3 ,163.02,106.80,11.12,117.92,88.56,88.24,176.80,80.40,8.32,88.72,104.50,8.00,112.50,16.12,8.00,24.12,72.37,9.62,81.99,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
460,2.07,159.23,0.07,2.70,207.69,0.16,189.45,118.64,22.9,18.0,14.1,8.0,26.3,66.4 ,22.9,18.0,14.0,44.0,25.3,101.3 ,161.83,108.24,11.28,119.52,88.48,88.16,176.64,80.72,8.24,88.96,104.50,8.00,112.50,16.12,8.00,24.12,72.37,11.00,83.37,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
470,2.07,159.23,0.07,2.70,207.69,0.16,189.45,118.41,22.9,18.0,14.1,8.0,26.4,66.5 ,22.9,18.0,14.0,44.0,25.3,101.3 ,162.15,108.32,10.96,119.28,88.48,88.16,176.64,80.72,8.24,88.96,104.50,8.00,112.50,16.12,8.00,24.12,72.37,11.25,83.62,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
480,,,,2.70,207.69,0.16,189.45,117.01,22.9,18.0,97.0,8.0,26.0,149.0 ,22.9,18.0,14.0,44.0,25.3,101.3 ,164.08,102.96,11.76,114.72,88.56,88.16,176.72,81.36,8.24,89.60,712.12,64.00,776.12,16.12,8.00,24.12,72.37,9.87,82.24,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
490,2.07,159.23,0.07,2.70,207.69,0.16,189.45,119.13,22.9,18.0,14.1,8.0,25.5,65.6 ,22.9,18.0,14.0,44.0,25.3,101.3 ,161.17,107.76,11.28,119.04,88.48,88.16,176.64,80.80,8.24,89.04,104.37,8.00,112.37,16.12,8.00,24.12,72.37,8.25,80.62,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
500,2.07,159.23,0.07,2.70,207.69,0.16,189.45,119.56,22.9,18.0,14.1,8.0,25.4,65.5 ,22.9,18.0,14.0,44.0,25.3,101.3 ,160.59,108.56,11.04,119.60,88.40,88.08,176.48,81.12,8.24,89.36,104.37,8.00,112.37,16.12,8.00,24.12,72.37,7.87,80.24,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
510,2.07,159.23,0.07,2.70,207.69,0.16,189.45,116.21,22.9,18.0,14.1,8.0,26.4,66.5 ,22.9,18.0,14.0,44.0,25.3,101.3 ,165.22,109.36,10.96,120.32,88.64,88.32,176.96,82.00,8.24,90.24,104.37,8.00,112.37,16.12,8.00,24.12,72.37,11.12,83.49,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
520,,,,2.70,207.69,0.16,189.45,118.08,22.9,18.0,85.0,8.0,25.5,136.6 ,22.9,18.0,14.0,44.0,25.3,101.3 ,162.60,112.88,11.68,124.56,88.48,88.16,176.64,82.32,8.24,90.56,616.00,64.00,680.00,16.00,8.00,24.00,72.25,8.50,80.75,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
530,2.07,159.23,0.07,2.70,207.69,0.16,189.45,123.25,22.9,18.0,14.1,7.6,25.8,65.5 ,22.9,18.0,14.0,44.0,25.3,101.3 ,155.78,108.16,11.04,119.20,88.40,88.16,176.56,82.24,8.24,90.48,104.37,8.00,112.37,15.12,8.00,23.12,73.12,8.62,81.74,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
540,2.07,159.23,0.07,2.70,207.69,0.16,189.45,125.74,22.9,18.0,14.1,5.5,27.5,65.1 ,22.9,18.0,14.0,44.0,25.3,101.3 ,152.69,107.92,10.88,118.80,88.40,88.16,176.56,82.32,8.24,90.56,104.37,8.00,112.37,11.00,8.00,19.00,77.37,9.75,87.12,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
550,2.07,159.23,0.07,2.70,207.69,0.16,189.45,122.56,22.9,18.0,14.1,8.0,25.7,65.8 ,22.9,18.0,14.0,44.0,25.3,101.3 ,156.66,108.24,10.96,119.20,88.40,88.08,176.48,83.04,8.24,91.28,104.37,8.00,112.37,16.00,8.00,24.00,72.25,9.00,81.25,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
560,,,,2.70,207.69,0.16,189.45,123.11,22.9,18.0,85.0,8.0,26.5,137.5 ,22.9,18.0,14.0,44.0,25.3,101.3 ,155.96,110.96,11.52,122.48,88.48,88.16,176.64,83.44,8.24,91.68,616.00,64.00,680.00,16.00,8.00,24.00,72.25,11.75,84.00,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
570,2.07,159.23,0.07,2.70,207.69,0.16,189.45,121.64,22.9,18.0,14.0,8.0,26.1,66.1 ,22.9,18.0,14.0,44.0,25.3,101.3 ,157.84,108.32,10.96,119.28,88.40,88.08,176.48,83.68,8.24,91.92,104.37,8.00,112.37,16.00,8.00,24.00,72.25,10.25,82.50,104.00,8.00,112.00,88.00,8.00,96.00,72.00,8.00,80.00
580,2.07,159.23,0.07,2.25,173.07,0.14,180.54,122.03,22.9,18.0,14.0,5.6,27.2,64.9 ,22.9,18.0,14.0,44.0,30.3,106.3 ,157.33,108.40,10.88,119.28,88.40,88.08,176.48,84.24,8.24,92.48,104.37,8.00,112.37,11.25,8.00,19.25,77.00,9.00,86.00,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
590,2.07,159.23,0.07,2.25,173.07,0.14,180.54,122.82,22.9,18.0,14.0,4.0,28.2,64.3 ,22.9,18.0,14.0,44.0,30.3,106.3 ,156.33,108.16,10.64,118.80,88.40,88.08,176.48,84.16,8.24,92.40,104.37,8.00,112.37,7.00,8.00,15.00,81.37,8.00,89.37,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
600,,,,2.25,173.07,0.14,180.54,124.05,22.9,18.0,85.0,4.0,30.3,137.3 ,22.9,18.0,14.0,44.0,30.3,106.3 ,154.78,111.44,11.28,122.72,88.48,88.08,176.56,84.88,8.24,93.12,616.00,64.00,680.00,.62,8.00,8.62,87.75,8.12,95.87,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
610,2.07,159.23,0.07,2.25,173.07,0.14,180.54,124.39,22.9,18.0,14.0,4.0,30.3,66.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,154.35,108.08,10.96,119.04,88.40,88.08,176.48,85.04,8.24,93.28,104.37,8.00,112.37,.50,8.12,8.62,87.75,8.12,95.87,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
620,2.07,159.23,0.07,2.25,173.07,0.14,180.54,123.44,22.9,18.0,14.0,4.0,30.4,66.5 ,22.9,18.0,14.0,44.0,30.3,106.3 ,155.55,108.00,10.96,118.96,88.32,88.00,176.32,85.52,8.24,93.76,104.37,8.00,112.37,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
630,2.07,159.23,0.07,2.25,173.07,0.14,180.54,123.75,22.9,18.0,14.0,4.0,30.4,66.5 ,22.9,18.0,14.0,44.0,30.3,106.3 ,155.15,108.08,11.04,119.12,88.40,88.08,176.48,85.52,8.24,93.76,104.37,8.00,112.37,0,8.00,8.00,88.37,8.00,96.37,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
640,,,,2.25,173.07,0.14,180.54,120.79,22.9,18.0,99.0,4.0,30.4,151.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,158.95,114.32,11.60,125.92,88.56,88.24,176.80,86.08,8.24,94.32,728.00,64.00,792.00,0,8.00,8.00,88.25,7.87,96.12,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
650,2.07,159.23,0.07,2.25,173.07,0.14,180.54,123.57,22.9,18.0,14.0,4.0,30.5,66.5 ,22.9,18.0,14.0,44.0,30.3,106.3 ,155.38,108.32,10.64,118.96,88.32,88.08,176.40,86.48,8.24,94.72,104.37,8.00,112.37,0,8.00,8.00,88.37,8.12,96.49,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
660,2.07,159.23,0.07,2.25,173.07,0.14,180.54,123.07,22.9,18.0,14.0,4.0,30.4,66.5 ,22.9,18.0,14.0,44.0,30.3,106.3 ,156.00,108.00,10.80,118.80,88.32,87.92,176.24,86.64,8.24,94.88,104.37,8.00,112.37,0,8.00,8.00,88.37,7.87,96.24,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
670,2.07,159.23,0.07,2.25,173.07,0.14,180.54,121.66,22.9,18.0,14.0,4.0,30.5,66.5 ,22.9,18.0,14.0,44.0,30.3,106.3 ,157.82,108.00,10.80,118.80,88.32,88.00,176.32,86.96,8.24,95.20,104.37,8.00,112.37,0,8.00,8.00,88.37,8.12,96.49,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
