N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark cycl,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM CS MLUPs,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,ECM LC MLUPs,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
110,0.77203,0,83.4161789076465,0.06,0.78672,0,81.8589870903674,0.06,11.5,11,9.4,18.4,33.3,94.21,97.65,13.2,11,9.2,18.3,32.9,71.43,257.59,13.2,11,13.5,23.04,46.3,93.84,261.73,66.64,8.24,74.88,65.44,8.16,73.6,49.44,8.24,57.68,65.25,8.12,73.37,65.25,8.12,73.37,48.87,8.12,56.99,64,8,72,64,8,72,48,8,56
120,0.77397,0,83.2078162913804,0.06,0.78672,0,81.8589870903674,0.06,11.2,10.7,9.3,18.4,33.2,94.69,97.16,13.2,11,9.2,18.3,32.8,71.29,258.1,13.2,11,13.5,23.04,46.3,93.84,261.73,66.56,8.24,74.8,65.36,8.16,73.52,49.36,8.16,57.52,65.12,8.12,73.24,65.12,8.12,73.24,48.87,8.12,56.99,64,8,72,64,8,72,48,8,56
130,0.77464,0,83.1350517576961,0.06,0.78672,0,81.8589870903674,0.06,11.4,10.8,9.4,18.3,33.1,95.59,96.24,13.2,11,9.1,18.3,32.8,71.23,258.31,13.2,11,13.5,23.04,46.3,93.84,261.73,66.96,8.4,75.36,65.28,8.16,73.44,49.28,8.16,57.44,65,8.12,73.12,65,8.12,73.12,48.75,8.12,56.87,64,8,72,64,8,72,48,8,56
140,0.77549,0,83.0445628177707,0.06,0.78672,0,81.8589870903674,0.06,11.2,10.6,9.3,18.3,33.1,93.78,98.1,13.2,11,9.1,18.3,32.8,71.16,258.57,13.2,11,13.5,23.04,46.3,93.84,261.73,66.24,8.16,74.4,65.2,8.16,73.36,49.2,8.16,57.36,64.87,8.12,72.99,64.87,8.12,72.99,48.75,8.12,56.87,64,8,72,64,8,72,48,8,56
150,0.77597,0,82.9933187686197,0.06,0.78672,0,81.8589870903674,0.06,11.3,10.7,9.4,18.3,33.1,93.47,98.43,13.2,11,9.1,18.2,32.7,71.12,258.71,13.2,11,13.5,23.04,46.3,93.84,261.73,66.64,8.32,74.96,65.04,8.08,73.12,49.12,8.16,57.28,64.87,8.12,72.99,64.87,8.12,72.99,48.62,8.12,56.74,64,8,72,64,8,72,48,8,56
160,0.77688,0,82.8953425940416,0.06,0.78672,0,81.8589870903674,0.06,11.1,10.5,9.4,18.3,33,95.72,96.11,13.2,11,9.1,18.2,32.7,71.05,258.97,13.2,11,13.5,23.04,46.3,93.84,261.73,67.12,8.4,75.52,65.12,8.08,73.2,49.12,8.16,57.28,64.75,8.12,72.87,64.75,8.12,72.87,48.62,8.12,56.74,64,8,72,64,8,72,48,8,56
170,0.77698,0,82.8855193191252,0.06,0.78672,0,81.8589870903674,0.06,11.3,10.6,9.4,18.3,33,94.33,97.53,13.2,11,9.1,18.2,32.7,71.03,259.04,13.2,11,13.5,23.04,46.3,93.84,261.73,66.56,8.32,74.88,64.96,8.08,73.04,49.04,8.16,57.2,64.75,8.12,72.87,64.75,8.12,72.87,48.62,8.12,56.74,64,8,72,64,8,72,48,8,56
180,0.77797,0,82.7790821052632,0.06,0.78672,0,81.8589870903674,0.06,11.2,10.5,9.3,18.3,33,93.58,98.31,13.2,11,9.1,18.2,32.7,70.97,259.26,13.2,11,13.5,23.04,46.3,93.84,261.73,66.24,8.24,74.48,64.96,8.08,73.04,49.04,8.16,57.2,64.75,8.12,72.87,64.75,8.12,72.87,48.5,8.12,56.62,64,8,72,64,8,72,48,8,56
190,0.77878,0,82.6934809930487,0.06,0.78672,0,81.8589870903674,0.06,11.3,10.6,9.4,18.2,33,94.97,96.87,13.2,11,9.1,18.2,32.6,70.92,259.44,13.2,11,13.5,23.04,46.3,93.84,261.73,66.72,8.32,75.04,64.88,8.08,72.96,49.04,8.16,57.2,64.75,8.12,72.87,64.75,8.12,72.87,48.5,8,56.5,64,8,72,64,8,72,48,8,56
200,0.77797,0,82.7793343950295,0.06,0.78672,0,81.8589870903674,0.06,11.2,10.4,9.3,18.2,33,93.34,98.56,13.2,11,9.1,18.2,32.7,70.94,259.37,13.2,11,13.5,23.04,46.3,93.84,261.73,66.32,8.24,74.56,64.88,8.08,72.96,48.96,8.16,57.12,64.62,8.12,72.74,64.62,8.12,72.74,48.5,8.12,56.62,64,8,72,64,8,72,48,8,56
210,0.77941,0,82.6261227408143,0.06,0.78672,0,81.8589870903674,0.06,11.3,10.5,9.3,18.2,33,92.68,99.26,13.2,11,9.1,18.2,32.6,70.87,259.63,13.2,11,13.5,23.04,46.3,93.84,261.73,66.24,8.24,74.48,64.8,8.08,72.88,49.04,8.16,57.2,64.62,8.12,72.74,64.62,8.12,72.74,48.5,8,56.5,64,8,72,64,8,72,48,8,56
220,0.77974,0,82.591288846631,0.06,0.78672,0,81.8589870903674,0.06,11.1,10.4,9.3,18.2,33,94.9,96.94,13.2,11,9.1,18.2,32.6,70.84,259.74,13.2,11,13.5,23.04,46.3,93.84,261.73,66.32,8.32,74.64,64.8,8.08,72.88,49.04,8.16,57.2,64.62,8.12,72.74,64.62,8.12,72.74,48.5,8,56.5,64,8,72,64,8,72,48,8,56
230,0.77931,0,82.6375985712366,0.06,0.78672,0,81.8589870903674,0.06,11.2,10.5,9.3,18.2,33,93.09,98.83,13.2,11,9.1,18.2,32.6,70.85,259.7,13.2,11,13.5,23.04,46.3,93.84,261.73,66.32,8.32,74.64,64.72,8.08,72.8,49.12,8.16,57.28,64.62,8.12,72.74,64.62,8.12,72.74,48.37,8.12,56.49,64,8,72,64,8,72,48,8,56
240,0.78017,0,82.5466025819265,0.06,0.78672,0,81.8589870903674,0.06,10.9,10.4,9.4,18.2,33,96.45,95.39,13.2,11,9.1,18.2,32.6,70.8,259.88,13.2,11,13.5,23.04,46.3,93.84,261.73,66.88,8.32,75.2,64.72,8.08,72.8,49.12,8.16,57.28,64.5,8.12,72.62,64.5,8.12,72.62,48.37,8.12,56.49,64,8,72,64,8,72,48,8,56
250,0.77887,0,82.6843760708382,0.06,0.78672,0,81.8589870903674,0.06,11.3,10.4,9.3,18.2,33.1,93.23,98.68,13.2,11,9.1,18.1,32.6,70.85,259.7,13.2,11,13.5,23.04,46.3,93.84,261.73,66.24,8.32,74.56,64.72,8.08,72.8,49.28,8.16,57.44,64.5,8.12,72.62,64.5,8.12,72.62,48.37,8.12,56.49,64,8,72,64,8,72,48,8,56
260,0.77984,0,82.5812172393247,0.06,0.78672,0,81.8589870903674,0.06,11.1,10.3,9.3,18.2,33.2,95.14,96.7,13.2,11,9.1,18.1,32.6,70.8,259.88,13.2,11,13.5,23.04,46.3,93.84,261.73,66.24,8.32,74.56,64.72,8.08,72.8,49.44,8.08,57.52,64.5,8,72.5,64.5,8,72.5,48.37,8.12,56.49,64,8,72,64,8,72,48,8,56
270,0.78086,0,82.4729417726388,0.06,0.78672,0,81.8589870903674,0.06,11.1,10.4,9.3,18.2,33.3,94.49,97.37,13.2,11,9.1,18.1,32.5,70.75,260.07,13.2,11,13.5,23.04,46.3,93.84,261.73,66.32,8.32,74.64,64.64,8.08,72.72,49.6,8.08,57.68,64.5,8,72.5,64.5,8,72.5,48.37,8,56.37,64,8,72,64,8,72,48,8,56
280,0.78101,0,82.4570374227743,0.06,0.78672,0,81.8589870903674,0.06,11,10.3,9.3,18.2,33.4,94.72,97.12,13.2,11,9.1,18.1,32.5,70.73,260.14,13.2,11,13.5,23.04,46.3,93.84,261.73,66.24,8.32,74.56,64.64,8.08,72.72,49.84,8.08,57.92,64.5,8,72.5,64.5,8,72.5,48.37,8.12,56.49,64,8,72,64,8,72,48,8,56
290,0.78123,0,82.4336486729735,0.06,0.78672,0,81.8589870903674,0.06,11.1,10.4,9.3,18.2,33.6,94.01,97.87,13.2,11,9.1,18.1,32.5,70.72,260.18,13.2,11,13.5,23.04,46.3,93.84,261.73,66.24,8.32,74.56,64.64,8.08,72.72,50.08,8.08,58.16,64.5,8,72.5,64.5,8,72.5,48.37,8,56.37,64,8,72,64,8,72,48,8,56
300,0.78133,0,82.4240479841112,0.06,0.78672,0,81.8589870903674,0.06,11,10.3,9.3,18.2,33.7,95.25,96.59,13.2,11,9.1,18.1,32.5,70.71,260.21,13.2,11,13.5,23.04,46.3,93.84,261.73,66.32,8.32,74.64,64.64,8.08,72.72,50.4,8.08,58.48,64.37,8,72.37,64.37,8,72.37,48.37,8.12,56.49,64,8,72,64,8,72,48,8,56
310,0.78161,0,82.3943555733081,0.06,0.78672,0,81.8589870903674,0.06,11.1,10.3,9.3,18.2,34,94.53,97.32,13.2,11,9.1,18.1,32.5,70.69,260.29,13.2,11,13.5,23.04,46.3,93.84,261.73,66.16,8.32,74.48,64.56,8.08,72.64,50.8,8.08,58.88,64.37,8,72.37,64.37,8,72.37,48.37,8,56.37,64,8,72,64,8,72,48,8,56
320,0.78181,0,82.3730615292949,0.06,0.78672,0,81.8589870903674,0.06,10.8,10.3,9.4,18.2,34,97.83,94.04,13.2,11,9.1,18.1,32.5,70.67,260.36,13.2,11,13.5,23.04,46.3,93.84,261.73,66.88,8.32,75.2,64.56,8.08,72.64,50.88,8.08,58.96,64.37,8,72.37,64.37,8,72.37,48.25,8,56.25,64,8,72,64,8,72,48,8,56
330,0.78208,0,82.3447714237303,0.06,0.78672,0,81.8589870903674,0.06,11.1,10.3,9.3,18.2,34.8,96.66,95.18,13.2,11,9.1,18.1,32.5,70.66,260.4,13.2,11,13.5,23.04,46.3,93.84,261.73,66.16,8.32,74.48,64.56,8.08,72.64,52.16,8.08,60.24,64.37,8,72.37,64.37,8,72.37,48.25,8,56.25,64,8,72,64,8,72,48,8,56
340,0.78209,0,82.3435922939424,0.06,0.78672,0,81.8589870903674,0.06,10.9,10.3,9.3,18.1,35,96.64,95.2,13.2,11,9.1,18.1,32.5,70.65,260.43,13.2,11,13.5,23.04,46.3,93.84,261.73,66.08,8.32,74.4,64.56,8.08,72.64,52.64,8.08,60.72,64.37,8,72.37,64.37,8,72.37,48.25,8,56.25,64,8,72,64,8,72,48,8,56
350,0.78143,0,82.4135343481448,0.06,0.78672,0,81.8589870903674,0.06,11,10.3,9.3,18.1,35.5,97.36,94.5,13.2,11,9.1,18.1,32.5,70.68,260.32,13.2,11,13.5,23.04,46.3,93.84,261.73,66.08,8.32,74.4,64.56,8.08,72.64,53.44,8.08,61.52,64.37,8,72.37,64.37,8,72.37,48.25,8.12,56.37,64,8,72,64,8,72,48,8,56
360,0.78259,0,82.2909772991885,0.06,0.78672,0,81.8589870903674,0.06,10.9,10.2,9.3,18.1,35.9,98.73,93.18,13.2,11,9.1,18.1,32.5,70.62,260.54,13.2,11,13.5,23.04,46.3,93.84,261.73,66.08,8.32,74.4,64.48,8.08,72.56,54.16,8.08,62.24,64.37,8,72.37,64.37,8,72.37,48.25,8,56.25,64,8,72,64,8,72,48,8,56
370,0.78203,0,82.3499169486865,0.06,0.78672,0,81.8589870903674,0.06,10.9,10.3,9.3,18.1,36.1,98.15,93.73,13.2,11,9,18.1,32.5,70.64,260.47,13.2,11,13.5,23.04,46.3,93.84,261.73,66.08,8.32,74.4,64.48,8.08,72.56,54.4,8.08,62.48,64.37,8,72.37,64.37,8,72.37,48.25,8.12,56.37,64,8,72,64,8,72,48,8,56
380,0.78116,0,82.4416008479058,0.06,0.78672,0,81.8589870903674,0.06,10.8,10.2,9.3,18.1,36.8,99.83,92.16,13.2,11,9,18.1,32.5,70.67,260.36,13.2,11,13.5,23.04,46.3,93.84,261.73,66,8.24,74.24,64.48,8,72.48,55.68,8.08,63.76,64.37,8,72.37,64.37,8,72.37,48.25,8.12,56.37,64,8,72,64,8,72,48,8,56
390,0.78266,0,82.2832505263158,0.06,0.78672,0,81.8589870903674,0.06,11,10.3,9.3,18.1,37,100.47,91.57,13.2,11,9,18.1,32.5,70.61,260.58,13.2,11,13.5,23.04,46.3,93.84,261.73,66,8.24,74.24,64.48,8.08,72.56,56.16,8.08,64.24,64.37,8,72.37,64.37,8,72.37,48.25,8,56.25,64,8,72,64,8,72,48,8,56
400,0.78397,0,82.1464348254195,0.06,0.78672,0,81.8589870903674,0.06,10.7,10.2,9.3,18.1,36.4,101.22,90.89,13.2,11,9,18.1,32.4,70.55,260.8,13.2,11,13.5,23.04,46.3,93.84,261.73,66.48,8.24,74.72,64.48,8,72.48,55.04,8.08,63.12,64.37,8,72.37,64.37,8,72.37,48.25,8,56.25,64,8,72,64,8,72,48,8,56
410,0.78198,0,82.3555302486387,0.06,0.78672,0,81.8589870903674,0.06,10.9,10.3,9.3,18.1,37.3,99.88,92.11,13.2,11,9,18.1,32.5,70.63,260.51,13.2,11,13.5,23.04,46.3,93.84,261.73,66,8.24,74.24,64.48,8,72.48,56.56,8.08,64.64,64.37,8,72.37,64.37,8,72.37,48.25,8.12,56.37,64,8,72,64,8,72,48,8,56
420,0.78215,0,82.3372870237941,0.06,0.78672,0,81.8589870903674,0.06,10.8,10.2,9.3,18.1,37.8,102,90.2,13.2,11,9,18.1,32.5,70.62,260.54,13.2,11,13.5,23.04,46.3,93.84,261.73,65.92,8.24,74.16,64.48,8,72.48,57.44,8.08,65.52,64.25,8,72.25,64.25,8,72.25,48.25,8.12,56.37,64,8,72,64,8,72,48,8,56
430,0.78305,0,82.2420871499503,0.06,0.61189,0,105.247269116187,0.05,10.9,10.2,9.3,18.1,38.1,101.13,90.97,13.2,11,9,18.1,32.5,70.58,260.69,13.2,11,13.5,23.04,59.5,107.04,231.35,65.92,8.24,74.16,64.48,8,72.48,57.92,8.08,66,64.25,8,72.25,64.25,8,72.25,48.25,8,56.25,64,8,72,64,8,72,64,8,72
440,0.61489,0,104.7336624429,0.05,0.61189,0,105.247269116187,0.05,10.7,10.2,9.3,18.1,38.4,102.6,89.67,13.2,11,9,18.1,41.3,79.45,231.59,13.2,11,13.5,23.04,59.5,107.04,231.35,65.92,8.24,74.16,64.48,8,72.48,58.56,8.08,66.64,64.25,8,72.25,64.25,8,72.25,63.62,8,71.62,64,8,72,64,8,72,64,8,72
450,0.69132,0,93.1555193566632,0.05,0.61189,0,105.247269116187,0.05,10.8,10.2,9.3,18.1,38.8,104.45,88.08,13.2,11,9,18.1,36.8,74.88,245.72,13.2,11,13.5,23.04,59.5,107.04,231.35,66.16,8.24,74.4,64.48,8,72.48,59.12,8.08,67.2,64.25,8,72.25,64.25,8,72.25,55.75,8,63.75,64,8,72,64,8,72,64,8,72
460,0.60924,0,105.706147209533,0.05,0.61189,0,105.247269116187,0.05,10.7,10.2,9.3,18.1,39.2,103.58,88.82,13.2,11,9,18.1,41.7,79.83,230.48,13.2,11,13.5,23.04,59.5,107.04,231.35,65.92,8.24,74.16,64.4,8,72.4,59.92,8.08,68,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
470,0.60907,0,105.735148679245,0.05,0.61189,0,105.247269116187,0.05,10.7,10.2,9.3,18.1,39.5,104.41,88.12,13.2,11,9,18.1,41.7,79.84,230.46,13.2,11,13.5,23.04,59.5,107.04,231.35,66,8.24,74.24,64.4,8,72.4,60.4,8.08,68.48,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
480,0.60935,0,105.68721149994,0.05,0.61189,0,105.247269116187,0.05,10.7,10.2,9.3,18.1,40,106.74,86.19,13.2,11,9,18.1,41.7,79.82,230.51,13.2,11,13.5,23.04,59.5,107.04,231.35,66.48,8.24,74.72,64.4,8,72.4,61.2,8.08,69.28,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
490,0.61,0,105.5744777259,0.05,0.61189,0,105.247269116187,0.05,10.7,10.2,9.3,18.1,40.4,105.83,86.93,13.2,11,9,18.1,41.7,79.77,230.66,13.2,11,13.5,23.04,59.5,107.04,231.35,65.92,8.24,74.16,64.4,8,72.4,62,8.08,70.08,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
500,0.61024,0,105.532377976259,0.05,0.61189,0,105.247269116187,0.05,10.7,10.2,9.3,18.1,40.6,105.8,86.96,13.2,11,9,18.1,41.6,79.75,230.72,13.2,11,13.5,23.04,59.5,107.04,231.35,65.76,8.24,74,64.4,8,72.4,62.24,8.08,70.32,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
510,0.60948,0,105.664290525135,0.05,0.61189,0,105.247269116187,0.05,10.8,10.2,9.3,18.1,40.8,107.37,85.69,13.2,11,9,18.1,41.7,79.8,230.57,13.2,11,13.5,23.04,59.5,107.04,231.35,66.08,8.24,74.32,64.4,8,72.4,62.72,8.08,70.8,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
520,0.61024,0,105.531910201263,0.05,0.61189,0,105.247269116187,0.05,10.7,10.2,9.3,18.1,41,106.42,86.45,13.2,11,9,18.1,41.6,79.75,230.72,13.2,11,13.5,23.04,59.5,107.04,231.35,65.84,8.24,74.08,64.4,8,72.4,62.96,8.08,71.04,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
530,0.60884,0,105.774908758689,0.05,0.61189,0,105.247269116187,0.05,10.8,10.2,9.3,18.1,41.2,105.79,86.97,13.2,11,9,18.1,41.7,79.84,230.46,13.2,11,13.5,23.04,59.5,107.04,231.35,66,8.24,74.24,64.4,8,72.4,63.28,8.08,71.36,64.25,8,72.25,64.25,8,72.25,64.25,8.12,72.37,64,8,72,64,8,72,64,8,72
540,0.60962,0,105.638788957299,0.05,0.61189,0,105.247269116187,0.05,10.6,10.2,9.2,18.1,41.3,106.71,86.22,13.2,11,9,18.1,41.7,79.78,230.63,13.2,11,13.5,23.04,59.5,107.04,231.35,65.76,8.24,74,64.4,8,72.4,63.52,8.08,71.6,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
550,0.60891,0,105.762746852036,0.05,0.61189,0,105.247269116187,0.05,10.7,10.2,9.2,18.1,41.5,106.62,86.29,13.2,11,9,18.1,41.7,79.83,230.48,13.2,11,13.5,23.04,59.5,107.04,231.35,65.76,8.24,74,64.4,8,72.4,63.76,8.08,71.84,64.25,8,72.25,64.25,8,72.25,64.25,8.12,72.37,64,8,72,64,8,72,64,8,72
560,0.60895,0,105.755038874362,0.05,0.61189,0,105.247269116187,0.05,10.6,10.2,9.3,18.1,41.7,108.21,85.02,13.2,11,9,18.1,41.7,79.83,230.48,13.2,11,13.5,23.04,59.5,107.04,231.35,66.16,8.24,74.4,64.4,8,72.4,64.16,8.08,72.24,64.25,8,72.25,64.25,8,72.25,64.25,8.12,72.37,64,8,72,64,8,72,64,8,72
570,0.60973,0,105.619851900514,0.05,0.61189,0,105.247269116187,0.05,10.7,10.2,9.2,18.1,41.6,107.03,85.96,13.2,11,9,18.1,41.7,79.77,230.66,13.2,11,13.5,23.04,59.5,107.04,231.35,65.76,8.24,74,64.4,8,72.4,64,8.08,72.08,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
580,0.60978,0,105.611431950585,0.05,0.61189,0,105.247269116187,0.05,10.6,10.1,9.2,18.1,41.7,107.79,85.35,13.2,11,9,18.1,41.7,79.77,230.66,13.2,11,13.5,23.04,59.5,107.04,231.35,65.76,8.24,74,64.4,8,72.4,64.16,8.08,72.24,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
590,0.60982,0,105.605109831182,0.05,0.61189,0,105.247269116187,0.05,10.7,10.2,9.2,18.1,41.7,106.81,86.13,13.2,11,9,18.1,41.7,79.76,230.69,13.2,11,13.5,23.04,59.5,107.04,231.35,65.76,8.16,73.92,64.4,8,72.4,64.24,8.08,72.32,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
600,0.60986,0,105.598802025693,0.05,0.61189,0,105.247269116187,0.05,10.6,10.1,9.3,18.1,41.8,107.54,85.55,13.2,11,9,18.1,41.7,79.76,230.69,13.2,11,13.5,23.04,59.5,107.04,231.35,66,8.16,74.16,64.4,8,72.4,64.4,8.08,72.48,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
610,0.60988,0,105.594592050729,0.05,0.61189,0,105.247269116187,0.05,10.7,10.2,9.2,18.1,41.8,106.61,86.3,13.2,11,9,18.1,41.7,79.76,230.69,13.2,11,13.5,23.04,59.5,107.04,231.35,65.76,8.16,73.92,64.4,8,72.4,64.4,8.08,72.48,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
620,0.60992,0,105.588270268123,0.05,0.61189,0,105.247269116187,0.05,10.6,10.1,9.2,18.1,41.8,106.84,86.11,13.2,11,9,18.1,41.7,79.75,230.72,13.2,11,13.5,23.04,59.5,107.04,231.35,65.6,8.16,73.76,64.32,8,72.32,64.4,8.08,72.48,64.25,8,72.25,64.25,8,72.25,64.25,8,72.25,64,8,72,64,8,72,64,8,72
